id,x,y,z,vx,vy,vz,energy,frequency,phase,spin
97,0.0999,0.2503,-1.3374,-3.814482,-0.938406,-2.395065,2.8084,1.0000,5.3300,-1
96,107.4821,-157.8413,-47.4585,-0.491837,0.722280,0.217169,2.7183,1.0000,4.6997,-1
55,0.5720,0.0465,0.7184,3.220300,0.060993,3.676718,1.4785,1.6180,0.3703,-1
15,-5.4604,5.4255,-0.1908,0.785777,-0.799533,0.024740,3.3781,1.6180,4.4457,-1
14,-37.4686,15.2201,11.8711,0.807669,-0.328106,-0.255914,1.4129,1.5000,4.8244,-1
39,0.0007,0.6189,-0.2163,0.342230,-8.620731,4.465832,2.9526,1.3330,3.5650,1
48,-1.8174,0.0153,-0.3808,0.382842,0.991079,-0.570190,3.2155,0.5000,3.6654,1
4,-0.0535,-3.8779,-2.0452,0.047572,1.466742,0.603156,3.4012,1.3330,1.5439,-1
21,-0.5900,-0.9678,2.2374,0.000425,0.373087,-0.562369,1.4485,0.5000,0.3255,1
53,42.7646,9.1262,4.0776,-0.884259,-0.188770,-0.084343,1.0832,1.6180,2.8752,-1
75,0.2015,0.1401,0.5900,4.885790,2.572876,9.593779,0.5535,1.5000,4.0150,1
37,16.2850,5.8684,-0.8526,-0.889759,-0.324051,0.046565,2.6406,1.0000,4.0703,-1
6,75.6404,59.5552,49.3000,-0.630352,-0.496312,-0.410837,2.3454,2.0000,1.1768,1
19,-0.1970,1.1077,0.9515,3.615749,-3.973670,-4.327159,1.2734,1.3330,4.5545,1
11,-1.0211,-0.2090,0.0831,6.473307,-0.862719,4.845768,0.8392,0.6660,3.3273,-1
18,-1.9060,2.4471,3.0502,0.610412,-0.776991,-1.013093,2.0433,1.6180,2.9070,1
30,0.4481,0.1281,0.8280,-2.824846,-1.797659,-8.940815,0.8009,1.5000,3.4473,1
5,5.8277,-11.8729,2.4757,-0.418482,0.862031,-0.182689,1.6821,1.0000,3.3338,1
36,0.8752,-0.7203,0.5172,-4.299441,-0.384259,-4.907605,0.7797,1.3330,1.4987,1
38,0.8155,-1.9421,2.4585,-0.407709,1.036261,-1.378657,1.0110,2.0000,2.3668,-1
40,12.3463,-4.7472,-3.9128,-0.872280,0.334335,0.277304,3.3571,1.0000,0.1663,-1
57,-2.4138,-0.8680,-0.6314,0.776409,0.441874,-0.197107,1.2352,1.6180,4.4404,1
78,-168.1517,-409.0643,450.6222,0.239694,0.583107,-0.642346,2.4896,1.5000,2.7486,1
41,-0.2831,-0.4208,0.1853,-1.595232,5.788412,-0.708041,3.2333,2.0000,0.6553,-1
85,0.0723,0.1047,0.1168,2.165131,-3.592450,-3.146822,1.8589,1.0000,3.5663,-1
86,-3.0553,0.5852,1.0910,0.561583,-0.359024,-0.088283,2.6088,1.0000,1.3081,1
32,0.8293,1.2781,1.6009,2.842583,-3.426854,-1.293915,2.9590,1.5000,4.6440,-1
71,-1.2123,0.3681,-0.2746,5.688072,-2.210661,-4.404677,0.5323,0.6660,3.1464,-1
88,-0.0173,-2.7862,-2.3730,0.042139,0.981520,1.117014,3.4454,2.0000,2.1354,-1
89,-0.8939,4.9614,3.7861,0.142298,-0.760418,-0.655533,1.7459,2.0000,5.5951,1
93,-4.2900,-1.3419,-0.6896,1.360477,0.455083,0.210997,3.0818,1.6180,6.0822,1
94,-71.7811,-51.8397,-44.4913,0.653110,0.471675,0.404793,2.4862,1.3330,6.0779,1
80,-0.9601,0.8918,-0.2717,0.782020,0.590579,0.342746,0.9354,0.6660,5.0947,-1
90,140.8964,341.6137,-382.8462,-0.238333,-0.577855,0.647602,2.8965,0.5000,1.8230,1
98,2.0273,2.2885,-2.2385,-0.778123,-1.030404,0.860535,1.3197,1.0000,2.2147,-1
66,-0.4208,0.3599,0.1139,-0.740563,6.200428,1.494125,0.5885,1.0000,0.6867,-1
77,0.8101,-0.7363,-0.8020,-4.777922,1.495461,5.092064,1.6934,2.0000,4.4964,-1
17,0.1199,-0.3409,-0.1444,3.823907,2.371611,-7.386641,1.7288,1.6180,0.0020,1
27,5.5213,-6.2776,-7.8713,-0.478318,0.551769,0.693988,1.5939,1.0000,5.0470,1
70,0.0652,-0.0405,0.0894,-7.846465,3.778013,0.852265,3.0840,1.6180,0.6327,-1
13,-0.2212,-1.0582,-0.7910,0.494081,-0.271643,1.406228,1.4658,1.3330,5.1917,-1
33,1.5265,1.0492,-2.4413,-0.399158,-0.331073,0.716987,2.3245,0.5000,3.3944,-1
47,0.9461,-0.2336,1.1138,4.593463,1.429371,6.914298,1.3244,1.5000,3.5628,-1
60,0.8891,-2.4777,-0.5461,-0.997367,-7.143800,2.937293,1.0827,1.5000,4.3813,1
74,-1.1733,0.0674,-0.5269,4.654428,-1.247670,5.844201,1.8197,0.5000,0.2854,1
28,0.2186,-0.4986,-0.2148,-4.664415,6.497943,-5.275587,0.6271,1.6180,5.2223,-1
73,-0.6688,-0.4107,1.9174,-0.980416,-6.029923,0.869806,1.2148,1.3330,3.0060,-1
10,0.0542,-0.6093,0.7344,-0.353590,0.018702,1.383429,2.8940,1.5000,1.6380,-1
