id,x,y,z,vx,vy,vz,energy,frequency,phase,spin
7665,-45.2259,-5.4176,83.4090,0.079402,-9.123581,4.177060,2.5620,1.5000,5.2935,1
5305,82.4653,-38.6117,0.7886,0.484998,-2.123222,1.929432,2.1624,0.6660,6.1148,-1
781,188.3674,65.9233,-27.5841,19.872673,9.392183,-6.862683,1.3024,1.5000,5.2912,-1
3066,101.9050,-1.0273,-75.3082,3.444495,-5.716602,-0.881976,2.1044,1.0000,1.0851,1
7179,-39.7552,-86.4186,136.6658,0.185224,-11.110678,15.341376,2.1522,1.0000,4.6961,-1
8616,12.6687,126.0905,25.3253,-1.331255,14.957561,9.846936,1.0361,1.6180,4.8046,1
285,108.8038,-45.0346,-166.6423,1.350579,-2.075092,-6.630266,1.2143,1.6180,0.5448,1
2701,-66.8155,198.1330,1.6397,-0.471214,8.923240,3.059280,1.8495,0.5000,3.5803,1
6372,-257.7295,-38.0849,147.3706,-14.155953,-1.967365,6.059092,2.3870,1.6180,5.7905,-1
6494,-101.7258,121.6119,-84.6415,-8.214255,3.518055,-1.568865,1.8286,1.3330,3.0626,-1
4530,-26.4532,-167.6028,-202.9761,-2.913123,-9.988282,-7.936488,2.6417,1.5000,3.0718,1
8243,98.9112,-55.5987,193.7355,5.223831,1.935611,8.622436,1.4331,1.0000,2.1862,1
2133,383.0313,-92.6761,184.6138,21.464421,-8.135310,11.566572,1.1732,2.0000,3.1644,-1
7591,114.6110,-143.6565,170.8095,6.022669,-3.968305,11.435524,2.5117,1.5000,2.1499,-1
3561,-59.9500,95.2262,-74.6233,9.241141,-8.371252,3.789565,1.3878,0.5000,3.6197,-1
1555,43.0995,0.2072,-8.7988,17.672347,-6.009099,5.465478,0.7460,1.5000,0.0507,-1
7510,27.8419,19.1265,9.0758,15.169217,10.465813,-5.823680,2.7249,1.3330,5.9190,-1
9004,-56.2612,-236.3899,-316.6250,1.672501,3.403139,5.937140,2.6333,1.5000,2.7175,1
1708,-115.2440,81.1715,176.8246,-6.913611,10.115757,13.842823,3.1003,1.5000,2.7140,1
7355,114.8098,100.9343,-32.4117,-7.368885,-9.544040,-4.670807,3.4730,0.5000,4.2819,-1
159301,-9.5143,-12.1314,-15.6541,2.663610,-4.485303,-1.030560,226.6322,0.6660,2.7523,-1
6954,29.7016,19.6281,-19.1090,17.748092,-6.434473,-4.244373,1.7331,1.3330,3.5838,-1
6875,8.7075,-4.2217,77.5833,2.364633,3.056580,19.688408,0.6675,1.3330,0.3704,-1
9761,31.1741,128.3600,163.9897,0.877907,-5.456807,-9.485300,2.5096,0.5000,0.3018,-1
4005,62.3559,-57.2100,-143.3471,7.042866,-2.608028,-3.797110,2.5395,1.3330,4.6424,1
4336,21.9405,42.8304,-37.1060,13.307565,10.621482,3.811060,1.7238,2.0000,0.3676,-1
3087,-73.4500,-5.7631,84.0875,-4.957745,-5.722870,9.527086,1.1983,0.5000,6.2718,-1
5691,64.6655,42.5282,113.6289,1.834502,10.940255,16.680370,3.0539,1.5000,1.2488,1
2904,129.6276,-10.0078,-29.2039,20.657341,-2.512039,-6.735854,3.4001,1.3330,0.3417,1
7073,-187.1914,-106.7599,-111.3779,-16.229858,-8.567357,-9.990800,1.6276,2.0000,3.2270,-1
8244,-23.5149,54.9320,41.8603,1.973098,-16.216309,-0.375953,2.9089,0.6660,0.5213,1
9932,111.5074,86.0500,159.7746,10.929438,8.870016,17.334712,1.0596,2.0000,6.0909,1
188,-41.6850,81.1619,40.9703,-9.776644,15.333937,7.773867,1.8082,0.5000,0.2648,1
1687,200.5684,-70.7572,125.6198,8.378846,-4.735167,9.260145,1.5698,1.5000,0.1327,1
156788,-240.9831,103.3347,34.1612,-23.235725,8.771734,1.404807,181.6115,1.5000,4.5191,-1
2025,-210.4127,93.5425,74.0069,-18.770554,11.360056,6.708487,1.8506,1.3330,2.9745,1
6511,6.7994,-3.2559,-20.1251,7.775233,10.653823,-13.887283,1.5627,1.6180,4.2099,1
4770,-1.4235,-14.7002,1.8501,8.688449,11.544479,11.905126,2.5606,1.3330,0.9635,1
1599,101.7907,59.1380,46.9365,-7.783812,-10.861726,-4.268232,0.7667,2.0000,3.1474,1
3855,28.4274,-91.3065,30.1737,8.001668,-0.340598,-2.273826,1.2267,1.6180,3.3706,-1
5982,106.2958,82.1110,-99.7613,6.804039,-1.955311,-5.859745,0.8953,1.3330,4.0951,1
291,209.7477,47.4003,-63.0419,8.311657,3.912612,1.200128,2.1622,1.3330,4.3241,1
2038,-7.2772,108.4344,81.9027,2.226578,6.261396,-2.689384,3.2439,0.5000,5.5810,1
5508,-98.5034,41.6583,-35.6108,-17.784790,4.076989,-9.650993,1.9797,1.5000,3.9017,-1
2048,-46.9668,110.7654,62.9271,-1.427627,8.538120,-3.311468,0.9037,0.6660,0.7534,-1
6746,127.0777,114.9588,-107.2333,5.669780,8.233617,-7.144182,0.8239,0.6660,0.2680,-1
7701,-208.7132,41.4925,-105.0654,-8.764779,3.514571,-8.618777,1.5175,1.6180,2.1023,-1
9513,5.3826,116.7833,86.1088,1.985506,14.444498,13.957491,0.7278,1.5000,0.5070,-1
7928,232.1390,-185.9343,44.8191,25.761072,-26.320315,7.795675,3.2902,0.5000,5.4916,1
8864,-107.5052,-7.3628,-82.9762,-1.981888,-4.631233,-2.464577,1.4736,1.0000,5.1809,1
9205,-86.7064,87.7364,39.5313,-11.207436,2.695405,3.356651,3.3122,1.6180,1.6757,-1
159217,-37.8286,-15.0815,6.3130,-6.097097,-4.928404,-4.010341,181.5870,2.0000,3.4130,-1
6109,185.1075,50.1685,-66.9716,6.711747,1.817596,0.727295,2.2438,1.5000,2.4295,1
7099,-143.1346,-169.1500,-33.0257,-16.637542,-17.007125,-4.144455,3.1076,0.5000,3.9350,-1
8617,-11.9453,48.5625,166.2507,2.749700,8.891870,17.352493,1.0816,1.6180,5.3429,1
18,-3.1878,-114.6165,126.5817,0.567829,-7.462971,0.480008,2.2785,0.6660,5.6253,-1
7824,91.7660,-68.6087,42.0907,4.140647,-3.922913,11.054343,2.9186,1.5000,3.1934,1
335,34.5615,10.2346,48.3743,-5.664876,-3.163839,18.565327,1.7600,0.5000,5.0411,-1
3229,57.1056,-212.2061,42.3414,2.086082,-8.889013,-0.993868,2.3366,1.5000,3.2557,-1
614,-223.4470,11.6366,-155.0076,-17.516499,2.113948,-9.116285,1.3533,1.6180,3.7818,1
1068,34.8682,60.1569,8.9312,8.046906,1.023940,4.534078,2.2786,0.5000,2.8296,1
4940,-98.8315,-24.5416,-143.4782,-5.040515,3.970116,-6.853306,0.9765,1.5000,5.2498,-1
2702,24.4311,78.4491,100.1998,5.300247,-0.981508,8.636311,2.4174,1.5000,1.3368,1
9246,53.0953,162.0011,-13.4796,5.834416,3.903592,-2.915164,1.3382,1.6180,2.5886,-1
1800,-33.8005,-18.7958,-37.1008,9.263234,-12.720544,8.868153,2.7598,0.6660,2.3196,-1
6755,52.0467,-53.4606,52.3573,-4.389823,6.765510,-13.919863,1.4755,0.5000,0.0259,1
7525,81.5343,14.9758,-81.1599,4.815568,-0.101219,-10.586777,2.5320,2.0000,4.9604,1
9569,-136.4905,-7.2926,79.6909,-14.603526,4.723020,9.418429,2.6486,2.0000,0.9400,-1
7269,-51.6725,-78.5765,47.6176,-5.650711,-12.787620,13.286989,2.1544,0.5000,4.6405,1
1064,-69.5756,1.4447,69.6838,-13.995414,1.647096,13.690700,2.1698,1.5000,4.7920,1
5094,4.8036,-130.2259,-47.4393,5.233018,-3.651483,-1.315924,1.7776,1.5000,2.0979,1
6392,14.5098,146.6313,197.6040,-2.081658,11.105285,10.760945,2.0841,0.6660,1.0962,1
7493,-1.4038,60.6590,117.0525,-1.235683,-0.572997,11.326330,2.4552,1.5000,1.2746,-1
6955,-86.3316,-12.6177,66.9284,0.122526,6.607358,2.593671,1.1053,1.0000,4.4752,1
7445,-57.3468,82.6709,62.9741,-14.094135,3.381452,9.038388,1.4148,1.3330,3.9525,-1
2666,133.0959,-52.1782,-120.7923,13.588250,-1.560700,-8.912827,3.4860,0.6660,2.1332,-1
115,-149.8725,88.5133,-61.9438,-17.700536,6.593522,-6.106831,2.8058,1.6180,0.0442,1
8731,-241.2317,-85.4331,-106.3624,8.659769,-0.514684,3.445547,1.8925,0.5000,5.9212,1
8688,39.1002,30.8057,-70.7690,-0.641191,7.066222,-0.006202,1.2845,1.6180,5.9812,1
8954,-123.9953,2.3665,87.2814,-4.508568,-2.697441,-0.665316,1.7699,2.0000,1.4048,1
1531,0.9342,-11.5520,12.0504,9.508658,12.359398,10.359569,1.0340,1.0000,0.3722,-1
153615,234.0128,89.3746,76.7507,12.688436,5.769527,4.600743,130.4289,0.5000,2.9424,-1
3874,-47.3071,-141.9007,24.5858,-7.232030,-18.451070,-1.921400,2.2089,2.0000,2.1681,-1
8257,-132.0048,189.5415,85.7578,-9.388058,14.807628,7.694399,3.1876,1.6180,2.9021,1
9665,-94.6549,-10.6231,17.5269,-2.427861,-9.221182,0.872279,1.8226,1.0000,3.5533,-1
7088,-0.4569,7.6138,7.1471,-10.634155,15.579168,4.916642,3.4311,2.0000,4.0126,1
5233,7.8354,24.1930,52.6229,-6.011015,8.966160,16.659080,0.7478,0.6660,3.4959,-1
5220,-114.3725,-76.2024,-35.9305,13.218137,0.055420,2.657061,3.3188,2.0000,0.9323,-1
6578,15.9189,-32.1603,61.6388,-3.000780,1.156171,4.826235,1.7520,1.3330,6.1329,-1
7374,19.6811,-198.7834,-74.4137,2.678666,-20.233629,-4.795222,0.7632,1.3330,5.3574,1
971,31.3007,87.0444,78.5748,-0.713916,3.888779,10.485552,2.2393,2.0000,1.5282,1
5838,86.7429,19.2919,-10.9297,1.905566,-5.819218,0.704181,2.5289,2.0000,2.9383,1
6589,-14.8098,75.4983,111.7483,2.057593,6.019665,-0.422612,2.4891,2.0000,1.3621,-1
1021,245.0769,-15.5201,103.5329,10.503201,0.063521,3.178915,1.7789,1.5000,3.1769,1
484,-6.5333,56.2127,-20.8582,1.494760,6.168374,5.363123,1.0207,2.0000,6.2752,1
4905,3.5467,57.5435,-8.9420,1.870930,-5.626214,-4.527831,1.3810,0.5000,6.0601,1
4884,-58.4668,18.5411,-8.9504,0.637676,-3.548235,-8.668044,2.7147,1.3330,5.8296,1
8939,-60.1296,16.9534,-141.1376,-1.349757,5.598509,-5.684492,1.2833,1.3330,1.0867,1
8989,-70.6929,120.7315,-76.4628,1.398841,3.143376,-6.239371,1.2580,0.5000,0.1441,-1
7952,20.0464,43.9138,28.6226,-7.257759,3.882625,2.365302,1.7181,1.5000,2.2845,-1
3429,88.5745,27.5978,63.2742,13.534860,6.684335,13.477511,1.2906,0.6660,3.2433,1
7149,-151.4125,198.8960,144.1661,-12.167438,15.895558,10.892863,2.2338,0.6660,2.1813,-1
1686,87.2455,-89.9244,-126.3724,9.855024,-10.038306,-17.456353,3.4112,1.3330,0.4876,1
7257,-137.6323,-37.1024,157.6869,-6.984623,-6.723481,6.264775,1.1779,1.5000,0.2055,1
2719,41.1236,181.7277,-124.2829,-0.559161,9.157219,-3.152927,2.2555,1.0000,0.8394,1
777,-105.7889,-73.0399,61.6399,-3.877441,-4.701294,4.350144,3.3033,0.5000,4.4973,1
3146,-36.8904,68.9667,132.6683,3.676666,-5.995129,-10.586695,2.3786,0.6660,4.7655,-1
7064,177.2144,-220.2252,167.8486,-2.723126,5.968453,-5.677183,2.4386,0.5000,4.7401,-1
1771,9.3054,-81.2130,-78.5225,2.479407,2.632263,-3.931090,2.5065,1.0000,1.7615,-1
4578,-77.3392,-65.2106,-106.2209,1.645632,-1.996703,-5.209893,2.6224,1.3330,0.2540,-1
2076,12.8925,-84.1737,-37.8272,4.401687,-17.977537,-9.739043,2.1013,1.3330,3.0380,1
3008,1210.1450,1101.9316,-537.8535,-0.944699,-0.864493,0.422535,1.9981,1.6180,1.5110,1
8410,228.9367,-0.7248,-131.5906,22.185052,-0.550143,-15.995994,2.6769,1.5000,0.7198,1
4614,16.7335,-124.7871,55.2802,-2.661118,-1.172297,6.194289,1.4977,2.0000,5.8734,1
8738,169.7654,72.0679,-26.1004,3.849787,5.205756,0.643577,3.0958,1.5000,6.1909,-1
8239,68.0886,-89.8933,176.4247,5.401704,1.146527,9.759530,1.6334,1.6180,0.7409,-1
3991,-35.4766,-91.5338,-6.4486,2.906725,-3.995327,5.623147,2.0191,1.6180,0.3225,-1
1009,-21.5405,91.2368,105.8465,-4.762264,5.016752,-0.306360,0.7845,1.0000,5.3633,1
740,-25.9240,66.3476,124.5430,1.422513,-2.150954,9.760036,2.9213,1.5000,2.8589,-1
2296,231.8518,-6.5995,57.2515,17.032695,-2.713228,7.404443,2.9014,2.0000,3.4672,-1
2120,3.1231,87.1209,-8.4814,0.812473,0.372156,6.787496,2.6511,1.5000,5.1087,1
8684,-10.0448,-0.6695,25.9583,11.592449,0.336230,15.501561,0.9033,0.5000,5.4570,1
6826,-195.8399,-86.5898,85.7837,-15.634196,-2.170640,4.022115,1.3851,0.5000,2.1832,-1
196,157.7756,-154.3109,63.9719,11.135819,-3.245243,-0.865375,1.4281,2.0000,1.8821,-1
4066,186.0390,-67.2303,-36.3042,17.740635,-5.091004,-4.148282,1.8227,1.3330,4.5282,-1
2963,27.4132,134.4509,-237.9220,-5.145650,6.120120,-17.692023,3.2212,1.5000,2.4102,-1
8360,-41.2935,-152.4597,197.4333,-1.316481,-7.327164,14.575215,1.7552,1.5000,5.3563,-1
4538,111.8147,158.3929,-119.5878,3.141115,11.003591,-6.673987,3.1578,1.6180,3.8656,-1
2427,-167.8351,-167.3172,72.6959,-9.164038,-5.129104,1.741261,2.1745,0.6660,1.5568,1
1466,74.8009,58.9657,-28.9165,2.429082,3.035535,-5.894478,1.9617,0.5000,5.4170,-1
6140,4.4678,79.5411,-84.0745,-3.967628,3.579647,1.585151,3.3290,1.6180,4.7055,1
673,-91.8143,15.1945,40.1466,-11.276111,11.534670,7.195667,2.5558,1.3330,1.9037,-1
2162,92.8049,-77.3632,153.2339,0.490707,-6.068004,5.535160,1.3789,2.0000,0.9800,1
4343,78.6898,-125.2304,185.7275,3.379090,-4.605116,11.259248,1.4250,1.0000,6.1450,-1
146933,-41.1200,-51.4660,-12.1927,6.533307,-1.021063,3.174850,4.1311,1.6180,6.0754,-1
3180,30.8046,171.2485,-81.3996,-0.651459,7.330855,0.128595,2.7268,1.5000,5.9335,1
5178,-59.6267,100.5687,-82.9605,5.625707,-8.325250,7.866484,0.6749,0.6660,1.5017,1
171,42.2148,137.6255,184.1520,3.523966,7.724240,6.067656,1.9033,0.5000,1.8481,-1
551,53.4135,4.1302,23.9934,-4.008917,-5.113893,-16.448291,0.8852,1.0000,2.4956,1
4577,154.3584,-12.1791,-152.5828,10.190500,0.195862,-9.937036,2.7712,1.5000,0.1744,1
1423,-73.9631,-75.3172,-7.2736,0.469140,-1.980994,-5.247800,2.3392,1.0000,4.2799,-1
1937,9.1657,-91.8293,67.8051,-6.328236,-8.171962,1.865734,1.0332,1.6180,0.0214,1
4250,49.5388,-84.2927,16.7307,5.101806,-8.405843,8.454598,2.0222,2.0000,1.1744,1
8417,-86.9049,63.6704,35.0594,-16.512419,7.102270,8.520321,2.4579,1.6180,1.7810,1
9100,-312.1328,-331.7596,96.2415,-24.007861,-24.142997,8.982882,1.2059,1.0000,5.7674,-1
304,-194.1559,21.9247,90.4259,-10.151873,-2.890990,0.839820,1.9143,0.5000,4.5932,-1
9782,-15.0777,-166.7015,42.0256,1.889029,-4.864995,5.574114,2.9218,1.0000,4.1306,1
9587,-43.8382,37.2863,-209.2130,-5.879312,0.610035,-13.646168,1.0865,1.3330,5.9539,1
5520,416.4330,210.6881,-66.1798,34.920878,17.961402,-6.275635,3.3563,1.5000,1.4581,1
5242,-0.1130,1.7678,71.2239,-8.729273,-6.853760,16.649603,2.4988,1.6180,0.0300,-1
9091,-190.3283,83.6550,90.7155,-17.005722,11.018962,6.507560,2.4258,2.0000,4.0293,-1
6631,-2.9944,-46.5526,1.0984,8.110628,-0.365706,2.205382,1.7858,1.6180,2.1991,-1
4944,14.3864,-17.2197,39.3816,4.116218,-7.625452,-16.046111,1.9545,0.5000,4.4035,1
3489,-120.1310,38.8481,-47.7947,-2.633331,4.493823,4.091117,2.4583,0.5000,0.4626,-1
8993,132.2848,-147.1463,-72.1650,10.483713,-13.242697,-3.306643,2.2240,1.5000,3.8825,1
1982,68.2901,83.1489,-196.7617,0.393404,1.813912,-9.149652,2.0441,1.3330,1.6671,1
4526,-39.2994,-54.0966,55.6883,-6.431788,-6.111920,-4.272156,3.0308,1.3330,5.5213,1
8711,73.2217,71.2445,90.1590,1.007952,3.113879,7.877592,2.7746,0.6660,4.6512,-1
7108,218.3020,144.7345,-152.0477,13.923346,12.121024,-10.230645,2.9853,0.5000,0.3714,1
5287,17.7926,130.1248,14.3267,-1.437498,16.465699,8.397294,2.0895,0.5000,4.4108,1
1432,-78.5481,-97.2306,18.3941,2.434199,-2.546698,3.751038,3.4335,0.6660,5.1660,-1
1480,126.7361,-115.8389,-18.7548,2.450325,-10.589758,2.644651,1.5881,2.0000,2.5332,1
6760,534.1996,202.3706,-693.7879,22.029786,7.382254,-29.894346,2.7318,0.5000,2.2011,1
6006,4.0574,-43.2451,81.6513,-4.589418,-0.148688,11.002207,1.6355,0.6660,3.3572,1
9856,-26.3834,40.6232,99.1112,-12.294578,7.987865,14.175953,1.2657,1.3330,1.9653,1
7776,-15.9611,-214.2953,-9.7017,-0.963901,-18.072620,1.376746,2.5901,0.5000,2.1218,1
9710,104.8694,-24.0647,-3.1860,7.768969,1.320216,-7.752126,1.5209,1.3330,1.8594,1
3568,14.7461,-14.2266,-22.3645,-3.454026,-2.641913,-19.480304,1.2345,1.6180,0.3603,-1
4154,-4.6702,-74.7794,61.4130,-5.184036,1.762497,9.703321,2.2878,1.3330,6.0091,-1
8832,81.1395,-41.9733,205.1102,1.422401,2.628529,12.513337,1.8313,0.5000,1.2982,-1
3505,-23.0649,-262.0479,-85.6879,-1.612841,-11.799895,-6.838995,2.9534,0.5000,5.0812,-1
2775,-10.7019,-217.8860,-62.0515,1.599809,-13.670627,-5.444984,1.7048,1.6180,5.3485,1
4115,182.5908,76.7229,-81.6117,7.444396,2.297267,-5.791512,1.5889,0.6660,1.7253,-1
7331,-123.1530,-64.4757,109.2512,11.629021,-0.636018,-3.599891,0.6548,0.5000,2.8566,1
4858,-30.0605,-54.2682,-17.0061,-13.430586,-13.101946,-8.572290,1.6457,1.5000,3.4973,-1
3520,-102.5504,134.0493,-103.8743,-7.794777,3.282846,-8.778006,2.7277,1.5000,4.0751,-1
9176,131.3965,-1.0011,84.5491,10.716576,5.817203,0.407648,2.7693,1.0000,4.8400,-1
2718,-119.7139,189.3937,108.3598,-3.625668,13.147837,5.710260,2.2056,2.0000,5.9235,1
8548,70.4438,-11.5909,9.0554,18.640540,-6.444781,-5.630757,2.4609,1.3330,5.3353,-1
9680,-81.4252,-21.5006,-9.8550,14.151638,6.727214,-0.682605,0.8760,0.6660,0.4660,1
1067,206.3285,-147.4233,-57.5526,10.826934,-12.268232,0.346335,1.7950,1.0000,4.8274,-1
8844,-13.8028,84.7528,-31.5372,-0.736958,5.960102,1.827292,2.6715,1.0000,1.6078,-1
6570,-8.7710,-27.9230,18.1529,9.449413,14.943925,-3.462790,0.9248,0.6660,3.9900,1
6799,28.2142,-92.6025,-162.8663,-1.039216,-0.621397,-7.173272,1.9603,0.5000,6.1330,1
4340,73.7418,-56.5150,-36.1017,2.754526,-9.269719,-1.182226,3.2220,0.6660,3.9330,1
9547,76.7041,-37.3261,23.3818,10.310909,0.348773,-2.340712,2.3767,1.6180,3.1530,1
5539,63.9572,75.3297,36.4924,0.292596,5.292854,-4.682435,1.1585,1.0000,0.1797,1
7334,58.5894,84.9905,-124.7474,-0.322641,0.815148,-10.073463,2.1886,2.0000,0.1172,-1
9388,36.6236,-62.6654,37.5118,-0.237869,-10.715715,13.615397,2.1780,1.0000,0.4910,1
204,-156.1736,140.6960,-66.1406,-6.326706,5.103254,-7.590045,1.4674,0.6660,4.3562,1
9704,97.5992,-29.0729,190.1442,8.301224,-4.403050,13.055041,1.2167,1.6180,2.5649,-1
3045,10.9913,157.2870,79.1912,1.209979,5.859356,-1.245742,2.0326,1.3330,4.4544,-1
7877,-109.3205,-3.7853,-89.0996,-3.334355,5.566717,-2.895964,2.6239,1.5000,0.6221,-1
492,-74.0026,-134.1066,120.5611,7.512408,8.287710,-4.074248,1.2969,1.3330,4.8230,-1
2387,-3.8114,32.1669,24.5962,-13.543895,9.529645,9.924781,1.7782,0.5000,1.7485,1
622,-43.5542,-157.5024,-4.4968,0.830746,-3.514137,-2.595708,2.0490,1.3330,3.5331,-1
156569,6.1034,-63.6454,48.3568,-4.151590,-7.046787,8.441203,5.6775,1.3330,6.1901,1
3169,-28.5442,56.5157,52.3305,9.738013,-9.558636,-8.054651,3.1511,2.0000,6.0104,-1
3815,-133.3444,-123.6217,-40.3402,-7.231765,-0.527832,-3.218185,2.1236,1.0000,2.4917,1
3777,169.9378,120.6504,-0.2850,6.632474,2.457438,2.054521,1.5112,1.6180,3.6764,-1
5354,139.1532,66.5690,86.7434,10.666246,11.446163,3.051879,1.0720,1.5000,0.8901,1
7513,20.6323,-119.8942,33.4508,6.472614,-3.168334,-2.624252,1.9853,0.5000,4.1067,1
8247,54.3400,-31.3691,31.2665,9.507245,9.158904,14.839694,3.1216,1.5000,2.8352,1
9434,-108.1728,-76.8298,1.9369,0.742677,-3.494147,-4.304587,2.6853,1.5000,0.2272,1
1814,148.4770,-96.6303,-90.7406,3.363752,-7.443932,-3.462253,1.7967,0.6660,4.7746,-1
5695,148.4919,80.4441,-106.0195,4.083737,6.465648,-8.315658,0.8901,0.5000,0.4863,-1
9199,43.2496,-6.3541,-62.1179,15.799858,2.373378,-13.330796,2.4769,1.6180,0.0372,-1
840,91.0514,-107.0451,22.4815,2.005603,-0.494337,1.218137,3.1785,0.6660,1.6523,-1
2470,26.4497,-66.3955,-58.3792,10.297450,-15.531151,-8.596329,2.6495,1.3330,4.9697,-1
3079,-100.8493,64.9271,106.2438,7.718017,-1.066384,-9.822499,1.6827,0.6660,1.9714,-1
4195,-619.9108,807.6293,-1388.0311,0.487443,-0.636205,1.090353,1.4661,1.6180,5.7301,-1
7316,257.7926,141.2199,122.4523,16.338677,11.773648,8.446121,0.9906,1.5000,3.4141,-1
8875,-3.2630,-52.2183,-59.7696,0.830689,4.863697,15.673169,0.5231,0.5000,4.5740,-1
6539,2.6035,-137.1058,51.0550,-4.393666,-15.306761,11.969037,2.7114,1.6180,1.5425,-1
2331,-15.0239,-39.0621,-1.2230,14.744753,6.794329,8.439950,1.6195,1.0000,5.9760,1
392,-56.8751,47.7100,-78.5732,8.588356,-9.522743,6.228750,3.3338,1.5000,3.7825,1
4419,-38.3286,83.6087,124.8350,-4.137649,-0.113147,11.897557,1.8386,1.3330,4.4393,-1
6850,-2.6649,45.8298,9.3168,11.134234,14.369776,5.521310,1.5302,1.3330,6.2172,1
757,93.6503,122.7152,193.5791,4.225613,11.436587,13.787521,1.9349,1.0000,5.9059,1
66,114.0001,-98.7319,-18.5320,3.311196,-3.891638,0.259977,2.8684,0.6660,6.2442,-1
1338,12.0173,51.9718,112.2697,-1.450553,7.925366,19.111604,2.0557,1.3330,4.0362,-1
2526,133.9408,39.2871,173.6036,10.825248,1.538231,18.671623,1.0367,0.6660,5.9378,1
8858,-83.4236,-28.1630,4.6760,-13.433191,-5.515532,11.252889,1.8801,1.3330,3.3256,-1
7648,-68.3950,-181.9089,-51.6713,-6.574294,-8.809621,1.195083,2.8928,1.0000,5.1047,1
4450,-192.3880,-9.9595,101.3929,-8.798206,-3.994577,1.620701,1.6220,1.0000,1.7464,-1
4463,-4.6829,72.8605,45.2141,-1.037094,9.315698,-2.146711,2.6290,1.5000,6.0940,-1
7218,22.3021,-55.1323,30.4123,-1.977877,-10.690159,-4.978844,1.2457,1.0000,1.0703,1
3705,116.5877,-25.7747,24.0408,6.930007,2.603791,6.829560,1.9887,2.0000,4.1853,-1
5911,-69.0237,-145.1022,-201.9919,-3.448709,-7.570704,-12.754975,2.1549,1.5000,0.1689,1
1597,-0.9896,-10.4316,8.7567,-14.427840,-12.698725,-2.777664,1.4186,1.0000,1.4653,1
9351,12.5520,-73.7199,-189.9528,-2.345448,-6.523832,7.755004,2.4287,2.0000,4.3484,1
9504,246.0211,43.3002,42.5628,15.874017,-1.467129,2.851596,1.9111,1.6180,3.2647,1
3621,65.8638,-8.6375,106.6905,-2.241743,1.355467,-14.046811,2.8031,1.5000,3.3067,1
8076,-3.2719,-113.7136,129.2106,-3.686818,-4.731062,2.919891,2.4767,2.0000,6.2000,-1
3456,-64.9993,-7.2353,-143.3009,6.363594,-4.049230,9.602925,0.9933,1.6180,3.2273,-1
9054,-79.2793,-108.0763,-26.9180,-5.155288,-3.400824,5.115915,3.2361,1.0000,0.9916,1
7223,17.4678,-0.2569,-15.1287,-4.474029,-13.766836,-12.566999,1.0708,1.0000,3.6526,-1
6307,107.9921,-118.4961,-93.4177,12.567438,-14.152060,-11.123362,2.0801,1.0000,5.8731,1
4783,-49.1263,-20.7948,93.3590,1.798997,1.416183,8.901062,1.4028,1.5000,3.8365,-1
8982,30.9170,81.6546,12.6966,-1.943800,5.168987,-1.464163,1.6355,2.0000,2.7468,1
4395,-23.1934,68.4363,34.4983,3.900705,5.002790,-4.037342,2.6537,0.6660,6.1619,-1
4429,-79.1650,55.5804,59.5598,12.123074,-6.264875,-4.402936,3.1702,1.0000,4.9246,-1
9150,169.3638,83.4771,162.7654,8.486921,8.014156,12.528767,1.2375,1.6180,1.6141,-1
3972,163.2340,43.0468,-191.6651,9.813687,3.894950,-15.000554,2.6674,1.0000,5.5674,-1
7556,18.3713,-47.2655,-7.3598,2.278069,8.370841,-15.936716,2.9112,1.5000,6.0602,1
1973,39.7880,-24.6929,-251.7090,5.399196,-2.556251,-24.689364,2.8984,1.0000,5.6572,1
3556,69.5160,-194.1480,46.0395,9.426291,-15.807704,7.113064,2.2739,1.3330,5.5632,-1
4088,33.3054,-137.9323,99.6180,3.674714,-1.404574,3.417157,2.7615,0.6660,2.0356,1
9281,-24.7740,58.4916,198.7221,-3.288656,9.397635,18.344994,3.1995,1.3330,3.3967,1
4495,55.0321,71.8789,68.4317,2.696223,-0.756379,8.271026,1.9593,1.0000,4.3473,1
478,162.1195,157.9268,0.8789,12.002691,14.027823,-0.086620,3.0761,1.6180,3.5458,-1
7097,-29.3083,-145.5936,-1.5769,-9.278497,-19.248248,-2.131073,2.5905,0.6660,5.9373,1
9776,-156.7015,142.8390,-79.9901,-10.264460,7.589007,0.602785,2.5363,2.0000,4.0548,-1
5902,31.3099,-91.2232,284.3296,2.539977,-2.441891,16.729516,2.4368,1.0000,5.6027,1
2883,-147.2395,176.9564,-24.0098,-9.658004,15.832945,-0.241016,1.2666,1.6180,4.1604,1
510,-76.9236,-4.0976,-76.7561,-10.606837,1.245763,-16.030460,2.1325,1.6180,0.5112,-1
5658,-29.6626,-82.5866,-144.6677,-6.203517,-3.921056,-5.813650,2.9923,0.5000,1.0964,1
7440,-198.1759,-231.2439,-85.0896,4.456279,6.854041,2.273879,1.6316,1.3330,2.2227,1
1187,-80.4428,-116.1956,-128.3252,-5.876607,-1.966165,-7.161022,1.1897,0.6660,1.3770,-1
6358,216.4157,72.6140,-60.1279,9.459917,3.093930,1.009209,3.0814,1.3330,0.0870,-1
8106,27.4809,-28.3230,85.1246,7.173695,-1.071941,3.863674,2.1128,1.3330,1.7342,1
1530,24.7992,129.7521,-178.2952,3.277100,5.076497,-10.521588,1.0383,0.6660,1.9868,-1
