"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
7457,"Ethyl 4-nitrobenzoate","C9H9NO4","CCOC(=O)C1=CC=C(C=C1)[N+](=O)[O-]",195.17
7458,"Iophendylate","C19H29IO2","CCOC(=O)CCCCCCCCC(C)C1=CC=C(C=C1)I",416.3
7459,"1-Methyl-4-isopropylcyclohexane","C10H20","CC1CCC(CC1)C(C)C",140.27
7460,"alpha-PHELLANDRENE","C10H16","CC1=CCC(C=C1)C(C)C",136.23
7461,"Gamma-Terpinene","C10H16","CC1=CCC(=CC1)C(C)C",136.23
7462,"Alpha-Terpinene","C10H16","CC1=CC=C(CC1)C(C)C",136.23
7463,"P-Cymene","C10H14","CC1=CC=C(C=C1)C(C)C",134.22
7464,"4-Isopropylaniline","C9H13N","CC(C)C1=CC=C(C=C1)N",135.21
7465,"4-Isopropylphenol","C9H12O","CC(C)C1=CC=C(C=C1)O",136.19
7466,"p-Bromoacetophenone","C8H7BrO","CC(=O)C1=CC=C(C=C1)Br",199.04
7467,"P-Chloroacetophenone","C8H7ClO","CC(=O)C1=CC=C(C=C1)Cl",154.59
7468,"p-Aminoacetophenone","C8H9NO","CC(=O)C1=CC=C(C=C1)N",135.16
7469,"4'-Hydroxyacetophenone","C8H8O2","CC(=O)C1=CC=C(C=C1)O",136.15
7470,"P-Toluic Acid","C8H8O2","CC1=CC=C(C=C1)C(=O)O",136.15
7471,"Dimethyl-p-toluidine","C9H13N","CC1=CC=C(C=C1)N(C)C",135.21
7472,"N,N-dimethyl-p-phenylenediamine","C8H12N2","CN(C)C1=CC=C(C=C1)N",136.19
7473,"4-Nitrotoluene","C7H7NO2","CC1=CC=C(C=C1)[N+](=O)[O-]",137.14
7474,"1-Chloro-4-nitrobenzene","C6H4ClNO2","C1=CC(=CC=C1[N+](=O)[O-])Cl",157.55
7475,"4-Nitroaniline","C6H6N2O2","C1=CC(=CC=C1N)[N+](=O)[O-]",138.12
7476,"4'-Methoxyacetophenone","C9H10O2","CC(=O)C1=CC=C(C=C1)OC",150.17
7477,"p-Anisoyl chloride","C8H7ClO2","COC1=CC=C(C=C1)C(=O)Cl",170.59
7478,"4-Methoxybenzoic Acid","C8H8O3","COC1=CC=C(C=C1)C(=O)O",152.15
7479,"4-(Dimethylamino)Benzaldehyde","C9H11NO","CN(C)C1=CC=C(C=C1)C=O",149.19
7480,"4-Ethylnitrobenzene","C8H9NO2","CCC1=CC=C(C=C1)[N+](=O)[O-]",151.16
7481,"1-Ethenyl-4-nitrobenzene","C8H7NO2","C=CC1=CC=C(C=C1)[N+](=O)[O-]",149.15
7482,"4-Nitrobenzyl chloride","C7H6ClNO2","C1=CC(=CC=C1CCl)[N+](=O)[O-]",171.58
7483,"N-Methyl-4-nitroaniline","C7H8N2O2","CNC1=CC=C(C=C1)[N+](=O)[O-]",152.15
7484,"","C6H7N3O2","C1=CC(=CC=C1N=N)N(O)O",153.14
7485,"4-Nitroanisole","C7H7NO3","COC1=CC=C(C=C1)[N+](=O)[O-]",153.14
7486,"1,4-Diisopropylbenzene","C12H18","CC(C)C1=CC=C(C=C1)C(C)C",162.27
7487,"p-Nitroacetophenone","C8H7NO3","CC(=O)C1=CC=C(C=C1)[N+](=O)[O-]",165.15
7488,"Terephthaloyl chloride","C8H4Cl2O2","C1=CC(=CC=C1C(=O)Cl)C(=O)Cl",203.02
7489,"Terephthalic Acid","C8H6O4","C1=CC(=CC=C1C(=O)O)C(=O)O",166.13
7490,"N,N,N',N'-tetramethyl-p-phenylenediamine","C10H16N2","CN(C)C1=CC=C(C=C1)N(C)C",164.25
7491,"N,N-Dimethyl-4-nitroaniline","C8H10N2O2","CN(C)C1=CC=C(C=C1)[N+](=O)[O-]",166.18
7492,"1,4-Dinitrobenzene","C6H4N2O4","C1=CC(=CC=C1[N+](=O)[O-])[N+](=O)[O-]",168.11
7493,"2,5-Pyridinedicarboxylic acid","C7H5NO4","C1=CC(=NC=C1C(=O)O)C(=O)O",167.12
7494,"4-Nitrophenethyl alcohol","C8H9NO3","C1=CC(=CC=C1CCO)[N+](=O)[O-]",167.16
7495,"4-Nitrophenetol","C8H9NO3","CCOC1=CC=C(C=C1)[N+](=O)[O-]",167.16
7496,"Bis(4-nitrophenyl) disulfide","C12H8N2O4S2","C1=CC(=CC=C1[N+](=O)[O-])SSC2=CC=C(C=C2)[N+](=O)[O-]",308.3
7497,"Diethylethanolamine","C6H15NO","CCN(CC)CCO",117.19
7498,"Benzyl Bromide","C7H7Br","C1=CC=C(C=C1)CBr",171.03
7499,"4-Vinyl-1-cyclohexene","C8H12","C=CC1CCC=CC1",108.18
7500,"Ethylbenzene","C8H10","CCC1=CC=CC=C1",106.16
