"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
34937,"","C10H11N7O3","CC1=NC(=NC(=N1)NN=CC2=CC=C(O2)[N+](=O)[O-])NC",277.24
34938,"6-(Diazomethyl)-1,3,5-triazine-2,4-diamine","C4H5N7","C(=[N+]=[N-])C1=NC(=NC(=N1)N)N",151.13
34939,"6-(diazomethyl)-2-N,4-N-diethyl-1,3,5-triazine-2,4-diamine","C8H13N7","CCNC1=NC(=NC(=N1)C=[N+]=[N-])NCC",207.24
34940,"2-N-ethyl-6-(trifluoromethyl)-1,3,5-triazine-2,4-diamine","C6H8F3N5","CCNC1=NC(=NC(=N1)N)C(F)(F)F",207.16
34941,"6-(chloromethyl)-2-N-ethyl-1,3,5-triazine-2,4-diamine","C6H10ClN5","CCNC1=NC(=NC(=N1)N)CCl",187.63
34942,"6-(chloromethyl)-2-N-phenyl-1,3,5-triazine-2,4-diamine","C10H10ClN5","C1=CC=C(C=C1)NC2=NC(=NC(=N2)N)CCl",235.67
34943,"6-(Chloromethyl)-N~2~-(4-chlorophenyl)-1,3,5-triazine-2,4-diamine","C10H9Cl2N5","C1=CC(=CC=C1NC2=NC(=NC(=N2)N)CCl)Cl",270.12
34944,"6-(chloromethyl)-2-N,4-N-diethyl-1,3,5-triazine-2,4-diamine","C8H14ClN5","CCNC1=NC(=NC(=N1)CCl)NCC",215.68
34945,"6-(Dichloromethyl)-1,3,5-triazine-2,4-diamine","C4H5Cl2N5","C1(=NC(=NC(=N1)N)N)C(Cl)Cl",194.02
34946,"6-(dichloromethyl)-2-N-ethyl-1,3,5-triazine-2,4-diamine","C6H9Cl2N5","CCNC1=NC(=NC(=N1)N)C(Cl)Cl",222.07
34947,"AC1L1Sno","C10H9Cl2N5","C1=CC=C(C=C1)NC2=NC(=NC(=N2)N)C(Cl)Cl",270.12
34948,"6-(dichloromethyl)-2-N,4-N-diethyl-1,3,5-triazine-2,4-diamine","C8H13Cl2N5","CCNC1=NC(=NC(=N1)C(Cl)Cl)NCC",250.13
34949,"2-N-phenyl-6-(trichloromethyl)-1,3,5-triazine-2,4-diamine","C10H8Cl3N5","C1=CC=C(C=C1)NC2=NC(=NC(=N2)N)C(Cl)(Cl)Cl",304.6
34950,"4-hydrazinyl-N,N-dimethyl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C6H9Cl3N6","CN(C)C1=NC(=NC(=N1)NN)C(Cl)(Cl)Cl",271.5
34951,"2-N-(4-chlorophenyl)-6-(trichloromethyl)-1,3,5-triazine-2,4-diamine","C10H7Cl4N5","C1=CC(=CC=C1NC2=NC(=NC(=N2)N)C(Cl)(Cl)Cl)Cl",339.0
34952,"2-N,4-N-diphenyl-6-(trichloromethyl)-1,3,5-triazine-2,4-diamine","C16H12Cl3N5","C1=CC=C(C=C1)NC2=NC(=NC(=N2)C(Cl)(Cl)Cl)NC3=CC=CC=C3",380.7
34953,"2-N,4-N-bis(4-chlorophenyl)-6-(trichloromethyl)-1,3,5-triazine-2,4-diamine","C16H10Cl5N5","C1=CC(=CC=C1NC2=NC(=NC(=N2)C(Cl)(Cl)Cl)NC3=CC=C(C=C3)Cl)Cl",449.5
34954,"N-[4-amino-6-(trichloromethyl)-1,3,5-triazin-2-yl]propanamide","C7H8Cl3N5O","CCC(=O)NC1=NC(=NC(=N1)N)C(Cl)(Cl)Cl",284.5
34955,"N,N-dibutyl-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine","C13H18Cl6N4","CCCCN(CCCC)C1=NC(=NC(=N1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",443.0
34956,"N,N-bis(2-methylpropyl)-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine","C13H18Cl6N4","CC(C)CN(CC(C)C)C1=NC(=NC(=N1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",443.0
34957,"N-phenyl-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine","C11H6Cl6N4","C1=CC=C(C=C1)NC2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",406.9
34958,"N-(2-chlorophenyl)-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine","C11H5Cl7N4","C1=CC=C(C(=C1)NC2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl)Cl",441.3
34959,"N-(3-chlorophenyl)-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine","C11H5Cl7N4","C1=CC(=CC(=C1)Cl)NC2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",441.3
34960,"N-(2,5-dichlorophenyl)-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine","C11H4Cl8N4","C1=CC(=C(C=C1Cl)NC2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl)Cl",475.8
34961,"N-(3,4-Dichlorophenyl)-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine","C11H4Cl8N4","C1=CC(=C(C=C1NC2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl)Cl)Cl",475.8
34962,"4,6-bis(trichloromethyl)-N-(2,4,5-trichlorophenyl)-1,3,5-triazin-2-amine","C11H3Cl9N4","C1=C(C(=CC(=C1Cl)Cl)Cl)NC2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",510.2
34963,"N-(2,3,4,5,6-pentachlorophenyl)-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine","C11HCl11N4","C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)NC2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",579.1
34964,"N-(3-bromophenyl)-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine","C11H5BrCl6N4","C1=CC(=CC(=C1)Br)NC2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",485.8
34965,"N-(4-bromophenyl)-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine","C11H5BrCl6N4","C1=CC(=CC=C1NC2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl)Br",485.8
34966,"N-(2-methylphenyl)-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine","C12H8Cl6N4","CC1=CC=CC=C1NC2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",420.9
34967,"N-(3-methylphenyl)-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine","C12H8Cl6N4","CC1=CC(=CC=C1)NC2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",420.9
34968,"N-(4-methylphenyl)-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine","C12H8Cl6N4","CC1=CC=C(C=C1)NC2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",420.9
34969,"N-(2-methoxyphenyl)-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine","C12H8Cl6N4O","COC1=CC=CC=C1NC2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",436.9
34970,"N-(4-methoxyphenyl)-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine","C12H8Cl6N4O","COC1=CC=C(C=C1)NC2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",436.9
34971,"N-(2-ethoxyphenyl)-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine","C13H10Cl6N4O","CCOC1=CC=CC=C1NC2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",451.0
34972,"N-(4-nitrophenyl)-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine","C11H5Cl6N5O2","C1=CC(=CC=C1NC2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl)[N+](=O)[O-]",451.9
34973,"1,3,5-Triazin-2-amine, N-methyl-N-phenyl-4,6-bis(trichloromethyl)-","C12H8Cl6N4","CN(C1=CC=CC=C1)C2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",420.9
34974,"N-naphthalen-1-yl-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine","C15H8Cl6N4","C1=CC=C2C(=C1)C=CC=C2NC3=NC(=NC(=N3)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",457.0
34975,"N-(1,3-Thiazol-2-YL)-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine","C8H3Cl6N5S","C1=CSC(=N1)NC2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",413.9
34976,"N-pyridin-2-yl-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine","C10H5Cl6N5","C1=CC=NC(=C1)NC2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",407.9
34977,"N-[4,6-bis(trichloromethyl)-1,3,5-triazin-2-yl]-4-methylbenzenesulfonamide","C12H8Cl6N4O2S","CC1=CC=C(C=C1)S(=O)(=O)NC2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",485.0
34978,"N'-[4,6-bis(trichloromethyl)-1,3,5-triazin-2-yl]-4-methylbenzenesulfonohydrazide","C12H9Cl6N5O2S","CC1=CC=C(C=C1)S(=O)(=O)NNC2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",500.0
34979,"4,6-bis(trichloromethyl)-N-(trichloromethylsulfanyl)-1,3,5-triazin-2-amine","C6HCl9N4S","C1(=NC(=NC(=N1)NSC(Cl)(Cl)Cl)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",480.2
34980,"N-butyl-4,6-bis(trichloromethyl)-N-(trichloromethylsulfanyl)-1,3,5-triazin-2-amine","C10H9Cl9N4S","CCCCN(C1=NC(=NC(=N1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl)SC(Cl)(Cl)Cl",536.3
34981,"N-[4,6-bis(trichloromethyl)-1,3,5-triazin-2-yl]acetamide","C7H4Cl6N4O","CC(=O)NC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",372.8
34982,"N-[4,6-bis(trichloromethyl)-1,3,5-triazin-2-yl]propanamide","C8H6Cl6N4O","CCC(=O)NC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",386.9
34983,"4-(Dibromomethyl)-6-methyl-1,3,5-triazin-2-amine","C5H6Br2N4","CC1=NC(=NC(=N1)N)C(Br)Br",281.94
34984,"4,6-Bis(dibromomethyl)-1,3,5-triazin-2-amine","C5H4Br4N4","C1(=NC(=NC(=N1)N)C(Br)Br)C(Br)Br",439.73
34985,"N-tert-butyl-4-methyl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C9H13Cl3N4","CC1=NC(=NC(=N1)NC(C)(C)C)C(Cl)(Cl)Cl",283.6
34986,"4-methyl-N-octan-3-yl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C13H21Cl3N4","CCCCCC(CC)NC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C",339.7
34987,"4-methyl-6-(trichloromethyl)-N-(2,4,4-trimethylpentan-2-yl)-1,3,5-triazin-2-amine","C13H21Cl3N4","CC1=NC(=NC(=N1)NC(C)(C)CC(C)(C)C)C(Cl)(Cl)Cl",339.7
34988,"4-methyl-N,N-dipropyl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C11H17Cl3N4","CCCN(CCC)C1=NC(=NC(=N1)C(Cl)(Cl)Cl)C",311.6
34989,"N,N-dibutyl-4-methyl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C13H21Cl3N4","CCCCN(CCCC)C1=NC(=NC(=N1)C(Cl)(Cl)Cl)C",339.7
34990,"4-methyl-N-phenyl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C11H9Cl3N4","CC1=NC(=NC(=N1)NC2=CC=CC=C2)C(Cl)(Cl)Cl",303.6
34991,"3-[2-Cyanoethyl-[4-methyl-6-(trichloromethyl)-1,3,5-triazin-2-yl]amino]propanenitrile","C11H11Cl3N6","CC1=NC(=NC(=N1)N(CCC#N)CCC#N)C(Cl)(Cl)Cl",333.6
34992,"N-[4-methyl-6-(trichloromethyl)-1,3,5-triazin-2-yl]formamide","C6H5Cl3N4O","CC1=NC(=NC(=N1)NC=O)C(Cl)(Cl)Cl",255.5
34993,"N-[4-methyl-6-(trichloromethyl)-1,3,5-triazin-2-yl]acetamide","C7H7Cl3N4O","CC1=NC(=NC(=N1)NC(=O)C)C(Cl)(Cl)Cl",269.5
34994,"N-[4-methyl-6-(trichloromethyl)-1,3,5-triazin-2-yl]propanamide","C8H9Cl3N4O","CCC(=O)NC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C",283.5
34995,"2-methyl-N-[4-methyl-6-(trichloromethyl)-1,3,5-triazin-2-yl]propanamide","C9H11Cl3N4O","CC1=NC(=NC(=N1)NC(=O)C(C)C)C(Cl)(Cl)Cl",297.6
34996,"4-(Dichloromethyl)-6-(trichloromethyl)-1,3,5-triazin-2-amine","C5H3Cl5N4","C1(=NC(=NC(=N1)N)C(Cl)(Cl)Cl)C(Cl)Cl",296.4
34997,"N-[4,6-bis(trichloromethyl)-1,3,5-triazin-2-yl]hydroxylamine","C5H2Cl6N4O","C1(=NC(=NC(=N1)NO)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",346.8
34998,"4,6-bis(trichloromethyl)-N-(2,4,4-trimethylpentan-2-yl)-1,3,5-triazin-2-amine","C13H18Cl6N4","CC(C)(C)CC(C)(C)NC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",443.0
34999,"4-methyl-6-(trichloromethyl)-N-(trichloromethylsulfanyl)-1,3,5-triazin-2-amine","C6H4Cl6N4S","CC1=NC(=NC(=N1)NSC(Cl)(Cl)Cl)C(Cl)(Cl)Cl",376.9
35000,"4-(Chloromethyl)-6-(trichloromethyl)-1,3,5-triazin-2-amine","C5H4Cl4N4","C(C1=NC(=NC(=N1)N)C(Cl)(Cl)Cl)Cl",261.9
