"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
9101,"Housane","C5H8","C1CC2C1C2",68.12
9102,"Tricyclo(4.1.0.02,4)-heptane","C7H10","C1C2CC2C3C1C3",94.15
9103,"Dibenzo[cd,lm]perylene","C26H14","C1=CC2=C3C(=C1)C=CC4=C3C(=C5C=CC6=C7C5=C4C=CC7=CC=C6)C=C2",326.4
9104,"Benzo(xyz)heptaphene","C32H18","C1=CC=C2C=C3C4=C5C(=CC3=CC2=C1)C=CC6=CC7=CC8=CC=CC=C8C=C7C(=C65)C=C4",402.5
9105,"Naphthaceno(2,1,12-qra)naphthacene","C32H18","C1=CC=C2C=C3C4=C5C(=CC3=CC2=C1)C=CC6=C5C(=CC7=CC8=CC=CC=C8C=C67)C=C4",402.5
9106,"Dibenzo(a,i)pyrene","C24H14","C1=CC=C2C3=C4C(=CC2=C1)C=CC5=CC6=CC=CC=C6C(=C54)C=C3",302.4
9107,"Anthra[9,1,2-cde]benzo[h]cinnoline","C22H12N2","C1=CC=C2C(=C1)C=C3C=CC4=CC5=CC=CC=C5C6=NN=C2C3=C46",304.3
9108,"Dibenzo(a,h)pyrene","C24H14","C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC6=CC=CC=C56)C=C3",302.4
9109,"2-Azabenzo(b)pyrene","C19H11N","C1=CC=C2C3=C4C(=CC2=C1)C=CC5=CN=CC(=C54)C=C3",253.3
9110,"Azabenzo(a)pyrene","C19H11N","C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=NC=C5)C=C3",253.3
9111,"Benzo(pqr)picene","C24H14","C1=CC=C2C(=C1)C=CC3=C2C=C4C=CC5=C6C4=C3C=CC6=CC=C5",302.4
9112,"Benzo[h]phenaleno[1,9-bc]acridine","C27H15N","C1=CC=C2C(=C1)C=CC3=CC4=C(C5=C6C(=C4)C=CC7=C6C(=CC=C7)C=C5)N=C32",353.4
9113,"Dinaphtho(2,1,8-c,d,a:2',1',8'-nop)heptacene","C42H22","C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=CC6=CC7=C(C=C8C=C9C=CC1=C3C9=C(C8=C7)C=CC3=CC=C1)C=C6C=C45)C=C2",526.6
9114,"Benzo[a]coronene","C28H14","C1=CC=C2C3=C4C5=C(C=CC6=C5C7=C(C=C6)C=CC8=C7C4=C(C2=C1)C=C8)C=C3",350.4
9115,"Coronene","C24H12","C1=CC2=C3C4=C1C=CC5=C4C6=C(C=C5)C=CC7=C6C3=C(C=C2)C=C7",300.4
9116,"Naphtho(1,2,3,4-rst)pentaphene","C28H16","C1=CC=C2C(=C1)C=C3C=CC4=CC5=CC=CC=C5C6=C4C3=C2C7=CC=CC=C76",352.4
9117,"Benzo(ghi)perylene","C22H12","C1=CC2=C3C(=C1)C4=CC=CC5=C4C6=C(C=C5)C=CC(=C36)C=C2",276.3
9118,"Anthanthrene","C22H12","C1=CC2=C3C(=C1)C=C4C=CC5=C6C4=C3C(=CC6=CC=C5)C=C2",276.3
9119,"Dibenzo(a,l)pyrene","C24H14","C1=CC=C2C(=C1)C=C3C=CC4=C5C3=C2C6=CC=CC=C6C5=CC=C4",302.4
9120,"Dibenzo(j,xyz)heptaphene","C36H20","C1=CC=C2C=C3C4=C5C(=CC3=CC2=C1)C6=CC=CC=C6C7=CC8=CC9=CC=CC=C9C=C8C(=C75)C=C4",452.5
9121,"Dibenzo[h,rst]pentaphene","C28H16","C1=CC=C2C3=C4C(=CC2=C1)C5=CC=CC=C5C6=CC7=CC=CC=C7C(=C64)C=C3",352.4
9122,"Dibenzo(e,l)pyrene","C24H14","C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C6=CC=CC(=C64)C2=C1",302.4
9123,"Dibenzo(hi,uv)hexacene","C32H18","C1=CC=C2C=C3C4=C5C(=CC=C4)C6=CC7=CC=CC=C7C=C6C8=CC=CC(=C85)C3=CC2=C1",402.5
9124,"Dibenzo[fg,st]pentacene","C28H16","C1=CC=C2C=C3C4=CC=CC5=C4C6=C(C=CC=C6C3=CC2=C1)C7=CC=CC=C57",352.4
9125,"Dibenzo(fg,wx)hexacene","C32H18","C1=CC=C2C=C3C=C4C5=CC=CC6=C5C7=C(C=CC=C7C4=CC3=CC2=C1)C8=CC=CC=C68",402.5
9126,"DIBENZO(a,e)PYRENE","C24H14","C1=CC=C2C3=C4C(=CC2=C1)C5=CC=CC=C5C6=CC=CC(=C64)C=C3",302.4
9127,"Benzo[e]naphtho[2,3-a]pyrene","C28H16","C1=CC=C2C=C3C4=C5C(=CC3=CC2=C1)C6=CC=CC=C6C7=CC=CC(=C75)C=C4",352.4
9128,"Benzo(E)Pyrene","C20H12","C1=CC=C2C(=C1)C3=CC=CC4=C3C5=C(C=CC=C25)C=C4",252.3
9129,"Dibenzo(de,qr)naphthacene","C24H14","C1=CC=C2C=C3C4=CC=CC5=C4C6=C(C=CC=C6C3=CC2=C1)C=C5",302.4
