"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
38824,"Chromium chromate","Cr2O4","[O-][Cr](=O)(=O)[O-].[Cr+2]",167.99
38825,"Arsine selenide, trimethyl-","C3H9AsSe","C[As](=[Se])(C)C",199.00
38826,"Ammonium, dimethyl(2-((ethoxymethylphosphinyl)thio)ethyl)phenyl-, methyl sulfate","C14H26NO6PS2","CCOP(=O)(C)SCC[N+](C)(C)C1=CC=CC=C1.COS(=O)(=O)[O-]",399.5
38827,"2-[Ethoxy(methyl)phosphoryl]sulfanylethyl-dimethyl-phenylazanium","C13H23NO2PS+","CCOP(=O)(C)SCC[N+](C)(C)C1=CC=CC=C1",288.37
38828,"Ammonium, dimethyl(2-((ethoxymethylphosphinyl)thio)ethyl)-m-tolyl-, methyl sulfate","C15H28NO6PS2","CCOP(=O)(C)SCC[N+](C)(C)C1=CC=CC(=C1)C.COS(=O)(=O)[O-]",413.5
38829,"2-[Ethoxy(methyl)phosphoryl]sulfanylethyl-dimethyl-(3-methylphenyl)azanium","C14H25NO2PS+","CCOP(=O)(C)SCC[N+](C)(C)C1=CC=CC(=C1)C",302.39
38830,"Ammonium, dimethyl(2-((ethoxymethylphosphinyl)thio)ethyl)-m-methoxyphenyl-, methyl sulfate","C15H28NO7PS2","CCOP(=O)(C)SCC[N+](C)(C)C1=CC(=CC=C1)OC.COS(=O)(=O)[O-]",429.5
38831,"2-[Ethoxy(methyl)phosphoryl]sulfanylethyl-(3-methoxyphenyl)-dimethylazanium","C14H25NO3PS+","CCOP(=O)(C)SCC[N+](C)(C)C1=CC(=CC=C1)OC",318.39
38832,"Ammonium, dimethyl(2-((ethoxymethylphosphinyl)thio)ethyl)-p-tolyl-, methyl sulfate","C15H28NO6PS2","CCOP(=O)(C)SCC[N+](C)(C)C1=CC=C(C=C1)C.COS(=O)(=O)[O-]",413.5
38833,"2-[Ethoxy(methyl)phosphoryl]sulfanylethyl-dimethyl-(4-methylphenyl)azanium","C14H25NO2PS+","CCOP(=O)(C)SCC[N+](C)(C)C1=CC=C(C=C1)C",302.39
38834,"Ammonium, dimethyl(2-((ethoxymethylphosphinyl)thio)ethyl)-p-methoxyphenyl-, methyl sulfate","C15H28NO7PS2","CCOP(=O)(C)SCC[N+](C)(C)C1=CC=C(C=C1)OC.COS(=O)(=O)[O-]",429.5
38835,"2-[Ethoxy(methyl)phosphoryl]sulfanylethyl-(4-methoxyphenyl)-dimethylazanium","C14H25NO3PS+","CCOP(=O)(C)SCC[N+](C)(C)C1=CC=C(C=C1)OC",318.39
38836,"Ammonium, (p-chlorophenyl)dimethyl(2-((ethoxymethylphosphinyl)thio)ethyl)-, methyl sulfate","C14H25ClNO6PS2","CCOP(=O)(C)SCC[N+](C)(C)C1=CC=C(C=C1)Cl.COS(=O)(=O)[O-]",433.9
38837,"(4-Chlorophenyl)-[2-[ethoxy(methyl)phosphoryl]sulfanylethyl]-dimethylazanium","C13H22ClNO2PS+","CCOP(=O)(C)SCC[N+](C)(C)C1=CC=C(C=C1)Cl",322.81
38838,"trans-(1S,3R)-5-[2-[(1R,7aR)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1,3-diol","C27H44O2","CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C",400.6
38839,"Methoxyphenone","C16H16O2","CC1=CC(=CC=C1)C(=O)C2=CC(=C(C=C2)OC)C",240.30
38840,"Acetanilide, 4'-butoxy-2-(diethylamino)-, hydrochloride","C16H27ClN2O2","CCCCOC1=CC=C(C=C1)NC(=O)C[NH+](CC)CC.[Cl-]",314.8
38841,"N-(4-butoxyphenyl)-2-(diethylamino)acetamide","C16H26N2O2","CCCCOC1=CC=C(C=C1)NC(=O)CN(CC)CC",278.39
38842,"Isoquino(2,1-d)(1,4)benzodiazepin-6(7H)-one, 5,9,10,14b-tetrahydro-12,13-dimethoxy-","C19H20N2O3","COC1=C(C=C2C3C4=CC=CC=C4NC(=O)CN3CCC2=C1)OC",324.4
38843,"Isoquino(2,1-d)(1,4)benzodiazepin-6(7H)-one, 5,9,10,14b-tetrahydro-12,13-dimethoxy-7-methyl-","C20H22N2O3","CC1C(=O)NC2=CC=CC=C2C3N1CCC4=CC(=C(C=C34)OC)OC",338.4
38844,"4-O-[4-(dimethylamino)-2-[[(3R,4S,6R,7R,9R,11R,12R,13S,14R)-14-ethyl-7,12,13-trihydroxy-4-(5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl)oxy-3,5,7,9,11,13-hexamethyl-2,10-dioxo-oxacyclotetradec-6-yl]oxy]-6-methyloxan-3-yl] 1-O-ethyl butanedioate","C43H75NO16","CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)OC(=O)CCC(=O)OCC)(C)O)C)C)O)(C)O",862.1
38845,"Nitidine pseudomethanolate","C22H21NO5","CN1C(C2=CC(=C(C=C2C3=C1C4=CC5=C(C=C4C=C3)OCO5)OC)OC)OC",379.4
38846,"Nitidine methyl sulfate","C22H21NO8S","C[N+]1=CC2=CC(=C(C=C2C3=C1C4=CC5=C(C=C4C=C3)OCO5)OC)OC.COS(=O)(=O)[O-]",459.5
38847,"","C2H12AlNO4","C(C(=O)O)N.O.O.[AlH3]",141.10
38848,"","C9H20N4S","CCCCCCC(=NNC(=NN)S)C",216.35
38849,"Benzoic acid, p-((4-hydroxycarbaniloyl)oxy)-, methyl ester, ester with bis(1-aziridinyl)phosphinate","C19H20N3O6P","COC(=O)C1=CC=C(C=C1)OC(=O)NC2=CC=C(C=C2)OP(=O)(N3CC3)N4CC4",417.4
38850,"","C18H19NaO5S","CC(C1=CC=C(C=C1)C2=CC=CC=C2)C(=O)OCCCS(=O)(=O)[O-].[Na+]",370.4
38851,"3-[2-(4-Phenylphenyl)propanoyloxy]propane-1-sulfonic acid","C18H20O5S","CC(C1=CC=C(C=C1)C2=CC=CC=C2)C(=O)OCCCS(=O)(=O)O",348.4
38852,"Methyldopa sesquihydrate","C20H32N2O11","CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N.CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N.O.O.O",476.5
38853,"Methyldopa","C10H13NO4","CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N",211.21
38854,"Metamitron","C10H10N4O","CC1=NN=C(C(=O)N1N)C2=CC=CC=C2",202.21
38855,"Propylene Glycol Dipelargonate","C21H40O4","CCCCCCCCC(=O)OCC(C)OC(=O)CCCCCCCC",356.5
38856,"","C8H8KNO2","C1=CC=C(C=C1)C(C(=O)[O-])N.[K+]",189.25
38857,"2,3,3',4,4',5,6-Heptachlorobiphenyl","C12H3Cl7","C1=CC(=C(C=C1C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl",395.3
38858,"6a-alpha-Noraporphin-9-ol, 6-propyl-1,2,10-trimethoxy-, hydrochloride","C22H28ClNO4","CCC[NH+]1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)O)OC)OC)OC.[Cl-]",405.9
38859,"1,2,11-trimethoxy-6-propyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinolin-10-ol","C22H27NO4","CCCN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)O)OC)OC)OC",369.5
38860,"6a-alpha-Noraporphin-9-ol, 6-butyl-1,2,10-trimethoxy-, hydrochloride","C23H30ClNO4","CCCC[NH+]1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)O)OC)OC)OC.[Cl-]",419.9
38861,"6-butyl-1,2,11-trimethoxy-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinolin-10-ol","C23H29NO4","CCCCN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)O)OC)OC)OC",383.5
38862,"6a-alpha-Noraporphin-9-ol, 6-isobutyl-1,2,10-trimethoxy-, hydrochloride","C23H30ClNO4","CC(C)C[NH+]1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)O)OC)OC)OC.[Cl-]",419.9
38863,"(6aS)-1,2,11-trimethoxy-6-(2-methylpropyl)-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinolin-10-ol","C23H29NO4","CC(C)CN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)O)OC)OC)OC",383.5
38864,"6a-alpha-Noraporphin-9-ol, 6-hexyl-1,2,10-trimethoxy-, hydrochloride","C25H34ClNO4","CCCCCC[NH+]1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)O)OC)OC)OC.[Cl-]",448.0
38865,"6-hexyl-1,2,11-trimethoxy-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinolin-10-ol","C25H33NO4","CCCCCCN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)O)OC)OC)OC",411.5
38866,"3,7-Dimethylnona-2,6-dienal","C11H18O","CCC(=CCCC(=CC=O)C)C",166.26
38867,"","C28H36O11","CC1=C(C(=O)CC2(C1CC3C45C2C(C(C(C4C(C(=O)O3)OC(=O)C=C(C)C(C)C)(OC5)C(=O)OC)O)O)C)O",548.6
38868,"2-Hepta-1,3,5-trienyl-3,6-dihydroxy-5-(3-methylbut-2-enyl)benzaldehyde","C19H22O3","CC=CC=CC=CC1=C(C=C(C(=C1C=O)O)CC=C(C)C)O",298.4
38869,"1-Azetidineethanol, alpha-(phenoxymethyl)-2,2,4,4-tetramethyl-, hydrochloride","C16H26ClNO2","CC1(CC([NH+]1CC(COC2=CC=CC=C2)O)(C)C)C.[Cl-]",299.83
38870,"1-Phenoxy-3-(2,2,4,4-tetramethylazetidin-1-yl)propan-2-ol","C16H25NO2","CC1(CC(N1CC(COC2=CC=CC=C2)O)(C)C)C",263.37
38871,"1-(2-Methylphenoxy)-3-(2,2,4,4-tetramethylazetidin-1-yl)propan-2-ol--hydrogen chloride (1/1)","C17H28ClNO2","CC1=CC=CC=C1OCC(C[NH+]2C(CC2(C)C)(C)C)O.[Cl-]",313.9
38872,"1-(2-Methylphenoxy)-3-(2,2,4,4-tetramethylazetidin-1-yl)propan-2-ol","C17H27NO2","CC1=CC=CC=C1OCC(CN2C(CC2(C)C)(C)C)O",277.4
38873,"1-(2,6-Dimethylphenoxy)-3-(2,2,4,4-tetramethylazetidin-1-yl)propan-2-ol--hydrogen chloride (1/1)","C18H30ClNO2","CC1=C(C(=CC=C1)C)OCC(C[NH+]2C(CC2(C)C)(C)C)O.[Cl-]",327.9
38874,"1-(2,6-Dimethylphenoxy)-3-(2,2,4,4-tetramethylazetidin-1-yl)propan-2-ol","C18H29NO2","CC1=C(C(=CC=C1)C)OCC(CN2C(CC2(C)C)(C)C)O",291.4
38875,"2,2',3,5'-Tetrachlorobiphenyl","C12H6Cl4","C1=CC(=C(C(=C1)Cl)Cl)C2=C(C=CC(=C2)Cl)Cl",292.0
38876,"Pcb 49","C12H6Cl4","C1=CC(=C(C=C1Cl)Cl)C2=C(C=CC(=C2)Cl)Cl",292.0
38877,"2,2',5,6'-Tetrachlorobiphenyl","C12H6Cl4","C1=CC(=C(C(=C1)Cl)C2=C(C=CC(=C2)Cl)Cl)Cl",292.0
38878,"2,3',5,5'-Tetrachlorobiphenyl","C12H6Cl4","C1=CC(=C(C=C1Cl)C2=CC(=CC(=C2)Cl)Cl)Cl",292.0
38879,"2,3,3',4'-Tetrachlorobiphenyl","C12H6Cl4","C1=CC(=C(C(=C1)Cl)Cl)C2=CC(=C(C=C2)Cl)Cl",292.0
38880,"2,3',4',6-Tetrachlorobiphenyl","C12H6Cl4","C1=CC(=C(C(=C1)Cl)C2=CC(=C(C=C2)Cl)Cl)Cl",292.0
38881,"2,2',3,4',5'-Pentachlorobiphenyl","C12H5Cl5","C1=CC(=C(C(=C1)Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl",326.4
38882,"Pyridoxal 5'-phosphate monohydrate","C8H12NO7P","CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O.O",265.16
38883,"2-Hydroxyhexanal","C6H12O2","CCCCC(C=O)O",116.16
38884,"Bupirimate","C13H24N4O3S","CCCCC1=C(N=C(N=C1OS(=O)(=O)N(C)C)NCC)C",316.42
38885,"","C11H12Cl3O2PS","CCP(=S)(OC)OC(=CCl)C1=C(C=CC(=C1)Cl)Cl",345.6
38886,"","C27H42N2O","CCCCC=CC=CC=CCCCCCCCC(=O)NNC(C)CC1=CC=CC=C1",410.6
38887,"1-((5-(p-Acetamidophenyl)-2-furanyl)methyleneamino)-hydantoin","C16H14N4O4","CC(=O)NC1=CC=C(C=C1)C2=CC=C(O2)C=NN3CC(=O)NC3=O",326.31
38888,"","C16H11ClN2OS","C1=CC=C(C=C1)N2C(=O)C(=CC3=CC(=CC=C3)Cl)N=C2S",314.8
38889,"","C17H13ClN2OS","CC1=CC=C(C=C1)N2C(=O)C(=CC3=CC(=CC=C3)Cl)N=C2S",328.8
38890,"","C18H15N3O2S","CC(=O)NC1=CC=C(C=C1)C=C2C(=O)N(C(=N2)S)C3=CC=CC=C3",337.4
38891,"Ethanol, 2,2'-((4-((2-methoxy-4-nitrophenyl)azo)-3-methylphenyl)imino)bis-","C18H22N4O5","CC1=C(C=CC(=C1)N(CCO)CCO)N=NC2=C(C=C(C=C2)[N+](=O)[O-])OC",374.4
38892,"2,2'-[[4-[(2,4-Dinitrophenyl)azo]-3-methylphenyl]imino]bisethanol","C17H19N5O6","CC1=C(C=CC(=C1)N(CCO)CCO)N=NC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-]",389.4
38893,"Ethanol, 2,2'-((4-((2-methoxy-4-nitrophenyl)azo)phenyl)imino)bis-","C17H20N4O5","COC1=C(C=CC(=C1)[N+](=O)[O-])N=NC2=CC=C(C=C2)N(CCO)CCO",360.4
38894,"1-Butanaminium, N,N'-((9-oxo-9H-fluorene-2,7-diyl)bis(carbonyloxy-3,1-propanediyl))bis(N-butyl-N-methyl-, diiodide, hydrate","C39H60I2N2O5","CCCC[N+](C)(CCCC)CCCOC(=O)C1=CC2=C(C=C1)C3=C(C2=O)C=C(C=C3)C(=O)OCCC[N+](C)(CCCC)CCCC.[I-].[I-]",890.7
38895,"Dibutyl-[3-[7-[3-[dibutyl(methyl)azaniumyl]propoxycarbonyl]-9-oxofluorene-2-carbonyl]oxypropyl]-methylazanium","C39H60N2O5+2","CCCC[N+](C)(CCCC)CCCOC(=O)C1=CC2=C(C=C1)C3=C(C2=O)C=C(C=C3)C(=O)OCCC[N+](C)(CCCC)CCCC",636.9
38896,"2-(Aminomethyl)cyclobutane-1-thiol--hydrogen chloride (1/1)","C5H12ClNS","C1CC(C1C[NH3+])S.[Cl-]",153.67
38897,"","C5H11NS","C1CC(C1CN)S",117.22
38898,"1-Naphthylamine, 5-methoxy-1,2,3,4-tetrahydro-, hydrochloride","C11H16ClNO","COC1=CC=CC2=C1CCCC2[NH3+].[Cl-]",213.70
38899,"5-Methoxy-1,2,3,4-tetrahydronaphthalen-1-amine","C11H15NO","COC1=CC=CC2=C1CCCC2N",177.24
38900,"5-Methoxy-N-(propan-2-yl)-1,2,3,4-tetrahydronaphthalen-1-amine--hydrogen chloride (1/1)","C14H22ClNO","CC(C)[NH2+]C1CCCC2=C1C=CC=C2OC.[Cl-]",255.78
