"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
35016,"4-Chloro-6-phenylsulfanyl-1,3,5-triazin-2-amine","C9H7ClN4S","C1=CC=C(C=C1)SC2=NC(=NC(=N2)N)Cl",238.70
35017,"4,6-dimethoxy-N-methyl-1,3,5-triazin-2-amine","C6H10N4O2","CNC1=NC(=NC(=N1)OC)OC",170.17
35018,"N-butyl-4,6-dimethoxy-1,3,5-triazin-2-amine","C9H16N4O2","CCCCNC1=NC(=NC(=N1)OC)OC",212.25
35019,"N-benzyl-4,6-dimethoxy-1,3,5-triazin-2-amine","C12H14N4O2","COC1=NC(=NC(=N1)NCC2=CC=CC=C2)OC",246.27
35020,"4,6-dimethoxy-N-phenyl-1,3,5-triazin-2-amine","C11H12N4O2","COC1=NC(=NC(=N1)NC2=CC=CC=C2)OC",232.24
35021,"N-(4-bromophenyl)-4,6-dimethoxy-1,3,5-triazin-2-amine","C11H11BrN4O2","COC1=NC(=NC(=N1)NC2=CC=C(C=C2)Br)OC",311.13
35022,"4,6-dimethoxy-N-(4-nitrophenyl)-1,3,5-triazin-2-amine","C11H11N5O4","COC1=NC(=NC(=N1)NC2=CC=C(C=C2)[N+](=O)[O-])OC",277.24
35023,"4,6-dimethoxy-N-methyl-N-phenyl-1,3,5-triazin-2-amine","C12H14N4O2","CN(C1=CC=CC=C1)C2=NC(=NC(=N2)OC)OC",246.27
35024,"4,6-diethoxy-N-ethyl-1,3,5-triazin-2-amine","C9H16N4O2","CCNC1=NC(=NC(=N1)OCC)OCC",212.25
35025,"4,6-diethoxy-N-phenyl-1,3,5-triazin-2-amine","C13H16N4O2","CCOC1=NC(=NC(=N1)NC2=CC=CC=C2)OCC",260.29
35026,"N-(2-chlorophenyl)-4,6-diethoxy-1,3,5-triazin-2-amine","C13H15ClN4O2","CCOC1=NC(=NC(=N1)NC2=CC=CC=C2Cl)OCC",294.74
35027,"4,6-Dipropoxy-1,3,5-triazin-2-amine","C9H16N4O2","CCCOC1=NC(=NC(=N1)N)OCCC",212.25
35028,"2,4-Diallyloxy-6-amino-1,3,5-triazine","C9H12N4O2","C=CCOC1=NC(=NC(=N1)N)OCC=C",208.22
35029,"4,6-Bis(allyloxy)-N-ethyl-s-triazine-2-amine","C11H16N4O2","CCNC1=NC(=NC(=N1)OCC=C)OCC=C",236.27
35030,"4,6-Di(propan-2-yloxy)-1,3,5-triazin-2-amine","C9H16N4O2","CC(C)OC1=NC(=NC(=N1)N)OC(C)C",212.25
35031,"4,6-Bis(2-chlorophenoxy)-1,3,5-triazin-2-amine","C15H10Cl2N4O2","C1=CC=C(C(=C1)OC2=NC(=NC(=N2)N)OC3=CC=CC=C3Cl)Cl",349.2
35032,"4,6-bis(2-chlorophenoxy)-N-phenyl-1,3,5-triazin-2-amine","C21H14Cl2N4O2","C1=CC=C(C=C1)NC2=NC(=NC(=N2)OC3=CC=CC=C3Cl)OC4=CC=CC=C4Cl",425.3
35033,"4,6-Bis(4-chlorophenoxy)-1,3,5-triazin-2-amine","C15H10Cl2N4O2","C1=CC(=CC=C1OC2=NC(=NC(=N2)N)OC3=CC=C(C=C3)Cl)Cl",349.2
35034,"4,6-bis(4-chlorophenoxy)-N-phenyl-1,3,5-triazin-2-amine","C21H14Cl2N4O2","C1=CC=C(C=C1)NC2=NC(=NC(=N2)OC3=CC=C(C=C3)Cl)OC4=CC=C(C=C4)Cl",425.3
35035,"4-Methoxy-6-(methylsulfanyl)-1,3,5-triazin-2-amine","C5H8N4OS","COC1=NC(=NC(=N1)N)SC",172.21
35036,"4,6-Bis(methylsulfanyl)-1,3,5-triazin-2-amine","C5H8N4S2","CSC1=NC(=NC(=N1)N)SC",188.3
35037,"N-[4-acetamido-6-(trichloromethyl)-1,3,5-triazin-2-yl]acetamide","C8H8Cl3N5O2","CC(=O)NC1=NC(=NC(=N1)C(Cl)(Cl)Cl)NC(=O)C",312.5
35038,"N-[4-[acetyl(ethyl)amino]-6-(trichloromethyl)-1,3,5-triazin-2-yl]-N-ethylacetamide","C12H16Cl3N5O2","CCN(C1=NC(=NC(=N1)C(Cl)(Cl)Cl)N(CC)C(=O)C)C(=O)C",368.6
35039,"","C13H13Cl3N6","CN(C)C1=NC(=NC(=N1)NN=CC2=CC=CC=C2)C(Cl)(Cl)Cl",359.6
35040,"","C13H8Cl8N6","CN(C)C1=NC(=NC(=N1)NN=CC2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)C(Cl)(Cl)Cl",531.9
35041,"6-(bromomethyl)-2-N-phenyl-1,3,5-triazine-2,4-diamine","C10H10BrN5","C1=CC=C(C=C1)NC2=NC(=NC(=N2)N)CBr",280.12
35042,"6-(bromomethyl)-2-N,4-N-diethyl-1,3,5-triazine-2,4-diamine","C8H14BrN5","CCNC1=NC(=NC(=N1)CBr)NCC",260.13
35043,"6-(Dibromomethyl)-1,3,5-triazine-2,4-diamine","C4H5Br2N5","C1(=NC(=NC(=N1)N)N)C(Br)Br",282.92
35044,"6-(dibromomethyl)-2-N-ethyl-1,3,5-triazine-2,4-diamine","C6H9Br2N5","CCNC1=NC(=NC(=N1)N)C(Br)Br",310.98
35045,"6-(dibromomethyl)-2-N,4-N-diethyl-1,3,5-triazine-2,4-diamine","C8H13Br2N5","CCNC1=NC(=NC(=N1)C(Br)Br)NCC",339.03
35046,"2-N-ethyl-6-(tribromomethyl)-1,3,5-triazine-2,4-diamine","C6H8Br3N5","CCNC1=NC(=NC(=N1)N)C(Br)(Br)Br",389.87
35047,"2-N-phenyl-6-(tribromomethyl)-1,3,5-triazine-2,4-diamine","C10H8Br3N5","C1=CC=C(C=C1)NC2=NC(=NC(=N2)N)C(Br)(Br)Br",437.92
35048,"2-N,4-N-diphenyl-6-(tribromomethyl)-1,3,5-triazine-2,4-diamine","C16H12Br3N5","C1=CC=C(C=C1)NC2=NC(=NC(=N2)C(Br)(Br)Br)NC3=CC=CC=C3",514.0
35049,"6-(Iodomethyl)-1,3,5-triazine-2,4-diamine","C4H6IN5","C(C1=NC(=NC(=N1)N)N)I",251.03
35050,"2-N,4-N-diethyl-6-(iodomethyl)-1,3,5-triazine-2,4-diamine","C8H14IN5","CCNC1=NC(=NC(=N1)CI)NCC",307.14
35051,"6-(Diiodomethyl)-1,3,5-triazine-2,4-diamine","C4H5I2N5","C1(=NC(=NC(=N1)N)N)C(I)I",376.93
35052,"6-(diiodomethyl)-2-N,4-N-diethyl-1,3,5-triazine-2,4-diamine","C8H13I2N5","CCNC1=NC(=NC(=N1)C(I)I)NCC",433.03
35053,"6-ethyl-2-N-phenyl-1,3,5-triazine-2,4-diamine","C11H13N5","CCC1=NC(=NC(=N1)NC2=CC=CC=C2)N",215.25
35054,"6-(1-Chloroethyl)-1,3,5-triazine-2,4-diamine","C5H8ClN5","CC(C1=NC(=NC(=N1)N)N)Cl",173.60
35055,"6-(2-Chloroethyl)-1,3,5-triazine-2,4-diamine","C5H8ClN5","C(CCl)C1=NC(=NC(=N1)N)N",173.60
35056,"6-(1,1-Dichloroethyl)-1,3,5-triazine-2,4-diamine","C5H7Cl2N5","CC(C1=NC(=NC(=N1)N)N)(Cl)Cl",208.05
35057,"6-(1,2-Dichloroethyl)-1,3,5-triazine-2,4-diamine","C5H7Cl2N5","C(C(C1=NC(=NC(=N1)N)N)Cl)Cl",208.05
35058,"6-(1,1,2-Trichloroethyl)-1,3,5-triazine-2,4-diamine","C5H6Cl3N5","C(C(C1=NC(=NC(=N1)N)N)(Cl)Cl)Cl",242.5
35059,"6-(1,1,2,2-Tetrachloroethyl)-1,3,5-triazine-2,4-diamine","C5H5Cl4N5","C1(=NC(=NC(=N1)N)N)C(C(Cl)Cl)(Cl)Cl",276.9
35060,"6-(1,1,2,2,2-Pentachloroethyl)-1,3,5-triazine-2,4-diamine","C5H4Cl5N5","C1(=NC(=NC(=N1)N)N)C(C(Cl)(Cl)Cl)(Cl)Cl",311.4
35061,"6-(1,2-Dibromoethyl)-1,3,5-triazine-2,4-diamine","C5H7Br2N5","C(C(C1=NC(=NC(=N1)N)N)Br)Br",296.95
35062,"N-Phenyl-6-propyl-s-triazine-2,4-diamine","C12H15N5","CCCC1=NC(=NC(=N1)NC2=CC=CC=C2)N",229.28
35063,"6-(1,1,2-Trichloropropyl)-1,3,5-triazine-2,4-diamine","C6H8Cl3N5","CC(C(C1=NC(=NC(=N1)N)N)(Cl)Cl)Cl",256.5
35064,"[4,6-Bis(prop-2-enylamino)-1,3,5-triazin-2-yl] thiocyanate","C10H12N6S","C=CCNC1=NC(=NC(=N1)SC#N)NCC=C",248.31
35065,"(4,6-Dianilino-1,3,5-triazin-2-yl) thiocyanate","C16H12N6S","C1=CC=C(C=C1)NC2=NC(=NC(=N2)SC#N)NC3=CC=CC=C3",320.4
35066,"2-N,4-N-diethyl-6-isothiocyanato-1,3,5-triazine-2,4-diamine","C8H12N6S","CCNC1=NC(=NC(=N1)N=C=S)NCC",224.29
35067,"6-isothiocyanato-2-N,4-N-di(propan-2-yl)-1,3,5-triazine-2,4-diamine","C10H16N6S","CC(C)NC1=NC(=NC(=N1)N=C=S)NC(C)C",252.34
35068,"4,6-Dianilino-1,3,5-triazine-2-carbonitrile","C16H12N6","C1=CC=C(C=C1)NC2=NC(=NC(=N2)C#N)NC3=CC=CC=C3",288.31
35069,"","C15H12N8","C1=CC=C(C=C1)NC2=NC(=NC(=NC3=CC=CC=C3)[N-]2)N[N+]#N",304.31
35070,"","C15H13N8+","C1=CC=C(C=C1)NC2=NC(=NC(=N2)N[N+]#N)NC3=CC=CC=C3",305.32
35071,"N2-(2-chlorophenyl)-1,3,5-triazine-2,4,6-triamine","C9H9ClN6","C1=CC=C(C(=C1)NC2=NC(=NC(=N2)N)N)Cl",236.66
35072,"2-N-(4-chlorophenyl)-1,3,5-triazine-2,4,6-triamine","C9H9ClN6","C1=CC(=CC=C1NC2=NC(=NC(=N2)N)N)Cl",236.66
35073,"2-N-(4-nitrophenyl)-1,3,5-triazine-2,4,6-triamine","C9H9N7O2","C1=CC(=CC=C1NC2=NC(=NC(=N2)N)N)[N+](=O)[O-]",247.21
35074,"2-N-methyl-2-N-phenyl-1,3,5-triazine-2,4,6-triamine","C10H12N6","CN(C1=CC=CC=C1)C2=NC(=NC(=N2)N)N",216.24
35075,"1,3,5-Triazine-2,4,6-triamine, N,N'-di-2-propenyl-","C9H14N6","C=CCNC1=NC(=NC(=N1)N)NCC=C",206.25
35076,"4-N-(4-chlorophenyl)-2-N-propan-2-yl-1,3,5-triazine-2,4,6-triamine","C12H15ClN6","CC(C)NC1=NC(=NC(=N1)NC2=CC=C(C=C2)Cl)N",278.74
35077,"2-N,4-N-bis(4-chlorophenyl)-1,3,5-triazine-2,4,6-triamine","C15H12Cl2N6","C1=CC(=CC=C1NC2=NC(=NC(=N2)N)NC3=CC=C(C=C3)Cl)Cl",347.2
35078,"N,N'-Diethyl-N''-isopropyl-1,3,5-triazine-2,4,6-triamine","C10H20N6","CCNC1=NC(=NC(=N1)NC(C)C)NCC",224.31
35079,"N~2~-(4-chlorophenyl)-N~4~,N~6~-diethyl-1,3,5-triazine-2,4,6-triamine","C13H17ClN6","CCNC1=NC(=NC(=N1)NC2=CC=C(C=C2)Cl)NCC",292.77
35080,"2,4,6-Triallylamino-sym-triazine","C12H18N6","C=CCNC1=NC(=NC(=N1)NCC=C)NCC=C",246.31
35081,"2-N,4-N-bis(4-chlorophenyl)-6-N-ethyl-1,3,5-triazine-2,4,6-triamine","C17H16Cl2N6","CCNC1=NC(=NC(=N1)NC2=CC=C(C=C2)Cl)NC3=CC=C(C=C3)Cl",375.3
35082,"2-N,4-N,6-N-trinaphthalen-1-yl-1,3,5-triazine-2,4,6-triamine","C33H24N6","C1=CC=C2C(=C1)C=CC=C2NC3=NC(=NC(=N3)NC4=CC=CC5=CC=CC=C54)NC6=CC=CC7=CC=CC=C76",504.6
35083,"N,N',N''-(1,3,5-Triazine-2,4,6-triyl)tris(2-chloroacetamide)","C9H9Cl3N6O3","C(C(=O)NC1=NC(=NC(=N1)NC(=O)CCl)NC(=O)CCl)Cl",355.6
35084,"N-[4,6-bis[(2,2-dichloroacetyl)amino]-1,3,5-triazin-2-yl]-2,2-dichloroacetamide","C9H6Cl6N6O3","C1(=NC(=NC(=N1)NC(=O)C(Cl)Cl)NC(=O)C(Cl)Cl)NC(=O)C(Cl)Cl",458.9
35085,"N-[4,6-bis[(2,2,2-trichloroacetyl)amino]-1,3,5-triazin-2-yl]-2,2,2-trichloroacetamide","C9H3Cl9N6O3","C1(=NC(=NC(=N1)NC(=O)C(Cl)(Cl)Cl)NC(=O)C(Cl)(Cl)Cl)NC(=O)C(Cl)(Cl)Cl",562.2
35086,"N-(4-chlorophenyl)-1,3,5-triazin-2-amine","C9H7ClN4","C1=CC(=CC=C1NC2=NC=NC=N2)Cl",206.63
35087,"N-ethyl-4-methyl-1,3,5-triazin-2-amine","C6H10N4","CCNC1=NC=NC(=N1)C",138.17
35088,"4-(Trichloromethyl)-1,3,5-triazin-2-amine","C4H3Cl3N4","C1=NC(=NC(=N1)N)C(Cl)(Cl)Cl",213.45
35089,"4-Ethyl-1,3,5-triazin-2-amine","C5H8N4","CCC1=NC(=NC=N1)N",124.14
35090,"4,6-dimethyl-N-phenyl-1,3,5-triazin-2-amine","C11H12N4","CC1=NC(=NC(=N1)NC2=CC=CC=C2)C",200.24
35091,"4,6-Bis(chloromethyl)-1,3,5-triazin-2-amine","C5H6Cl2N4","C(C1=NC(=NC(=N1)N)CCl)Cl",193.03
35092,"4,6-bis(chloromethyl)-N-ethyl-1,3,5-triazin-2-amine","C7H10Cl2N4","CCNC1=NC(=NC(=N1)CCl)CCl",221.08
35093,"4,6-bis(chloromethyl)-N,N-dimethyl-1,3,5-triazin-2-amine","C7H10Cl2N4","CN(C)C1=NC(=NC(=N1)CCl)CCl",221.08
35094,"4,6-bis(chloromethyl)-N-phenyl-1,3,5-triazin-2-amine","C11H10Cl2N4","C1=CC=C(C=C1)NC2=NC(=NC(=N2)CCl)CCl",269.13
35095,"4,6-bis(chloromethyl)-N-(4-chlorophenyl)-1,3,5-triazin-2-amine","C11H9Cl3N4","C1=CC(=CC=C1NC2=NC(=NC(=N2)CCl)CCl)Cl",303.6
35096,"4,6-Bis(dichloromethyl)-1,3,5-triazin-2-amine","C5H4Cl4N4","C1(=NC(=NC(=N1)N)C(Cl)Cl)C(Cl)Cl",261.9
35097,"4,6-bis(dichloromethyl)-N-ethyl-1,3,5-triazin-2-amine","C7H8Cl4N4","CCNC1=NC(=NC(=N1)C(Cl)Cl)C(Cl)Cl",290.0
35098,"4,6-bis(dichloromethyl)-N,N-dimethyl-1,3,5-triazin-2-amine","C7H8Cl4N4","CN(C)C1=NC(=NC(=N1)C(Cl)Cl)C(Cl)Cl",290.0
35099,"4,6-bis(dichloromethyl)-N-phenyl-1,3,5-triazin-2-amine","C11H8Cl4N4","C1=CC=C(C=C1)NC2=NC(=NC(=N2)C(Cl)Cl)C(Cl)Cl",338.0
35100,"N-(4-chlorophenyl)-4,6-dimethyl-1,3,5-triazin-2-amine","C11H11ClN4","CC1=NC(=NC(=N1)NC2=CC=C(C=C2)Cl)C",234.68
