"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
49601,"","C18H24ClNO4","CCC1=C(OC2=C(C(=O)C=CC2=C1O)C[NH+]3CCOCC3)CC.[Cl-]",353.8
49602,"","C18H23NO4","CCC1=C(OC2=C(C(=O)C=CC2=C1O)CN3CCOCC3)CC",317.4
49603,"9-(2-Carboxyethyl)-6-(diethylamino)-N,N-dimethyl-3H-xanthen-3-iminium chloride","C22H27ClN2O3","CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](C)C)C=C3O2)CCC(=O)O.[Cl-]",402.9
49604,"[9-(2-Carboxyethyl)-6-(diethylamino)xanthen-3-ylidene]-dimethylazanium","C22H27N2O3+","CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](C)C)C=C3O2)CCC(=O)O",367.5
49605,"Guanidine, 1,2-diphenyl-3-(2-(2,6-xylyloxy)ethyl)-","C23H25N3O","CC1=C(C(=CC=C1)C)OCCN=C(NC2=CC=CC=C2)NC3=CC=CC=C3",359.5
49606,"Guanidine, (2-(N-ethyl-2,6-xylidino)ethyl)-","C13H22N4","CCN(CCN=C(N)N)C1=C(C=CC=C1C)C",234.34
49607,"Guanidine, (2-(p-methoxyphenoxy)ethyl)-","C10H15N3O2","COC1=CC=C(C=C1)OCCN=C(N)N",209.24
49608,"Guanidine, (2-(N-methylcycloheptylamino)ethyl)-","C11H24N4","CN(CCN=C(N)N)C1CCCCCC1",212.34
49609,"Guanidine, (2-(N-methylcyclooctylamino)ethyl)-","C12H26N4","CN(CCN=C(N)N)C1CCCCCCC1",226.36
49610,"Guanidine, (2-(2,6-xylidino)ethyl)-","C11H18N4","CC1=C(C(=CC=C1)C)NCCN=C(N)N",206.29
49611,"Guanidine, (4-(2,6-xylyloxy)butyl)-","C13H21N3O","CC1=C(C(=CC=C1)C)OCCCCN=C(N)N",235.33
49612,"Guanidine, (3-(2,6-xylyloxy)propyl)-","C12H19N3O","CC1=C(C(=CC=C1)C)OCCCN=C(N)N",221.30
49613,"2-(Dimethylamino)-1-phenylethyl heptanoate","C17H27NO2","CCCCCCC(=O)OC(CN(C)C)C1=CC=CC=C1",277.4
49614,"3-Heptanol, 4-cyclohexyl-6-(dimethylamino)-4-phenyl-","C21H35NO","CCC(C(CC(C)N(C)C)(C1CCCCC1)C2=CC=CC=C2)O",317.5
