"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
44790,"2,4-Dimethyl-6-(methylamino)heptan-2-ol","C10H23NO","CC(CC(C)NC)CC(C)(C)O",173.30
44791,"2,5-Dimethyl-6-(methylamino)heptan-2-ol--hydrogen chloride (1/1)","C10H24ClNO","CC(CCC(C)(C)O)C(C)[NH2+]C.[Cl-]",209.76
44792,"2,5-Dimethyl-6-(methylamino)heptan-2-ol","C10H23NO","CC(CCC(C)(C)O)C(C)NC",173.30
44793,"3-Heptanone, 7-dimethylamino-4,4-diphenyl-, hydrochloride","C21H28ClNO","CCC(=O)C(CCC[NH+](C)C)(C1=CC=CC=C1)C2=CC=CC=C2.[Cl-]",345.9
44794,"7-(Dimethylamino)-4,4-diphenylheptan-3-one","C21H27NO","CCC(=O)C(CCCN(C)C)(C1=CC=CC=C1)C2=CC=CC=C2",309.4
44795,"N,N,N-Trimethyl-5-oxo-4,4-diphenylheptan-2-aminium chloride","C22H30ClNO","CCC(=O)C(CC(C)[N+](C)(C)C)(C1=CC=CC=C1)C2=CC=CC=C2.[Cl-]",359.9
44796,"Trimethyl-(5-oxo-4,4-diphenylheptan-2-yl)azanium","C22H30NO+","CCC(=O)C(CC(C)[N+](C)(C)C)(C1=CC=CC=C1)C2=CC=CC=C2",324.5
44797,"3-Heptanone, 4,4-diphenyl-7-pyrrolidinyl-","C23H29NO","CCC(=O)C(CCCN1CCCC1)(C2=CC=CC=C2)C3=CC=CC=C3",335.5
44798,"","C13H20ClNO","CCCCCCC(=O)C1=CC=C(C=C1)[NH3+].[Cl-]",241.76
44799,"4-Aminoheptanoylphenone","C13H19NO","CCCCCCC(=O)C1=CC=C(C=C1)N",205.30
44800,"","C21H28ClN","CC=CC(CC(C)[NH+](C)C)(C1=CC=CC=C1)C2=CC=CC=C2.[Cl-]",329.9
