"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
32643,"N-cyclohexyl-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine","C11H12Cl6N4","C1CCC(CC1)NC2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",412.9
32644,"1,3,5-Triazin-2-amine, N-(phenylmethyl)-4,6-bis(trichloromethyl)-","C12H8Cl6N4","C1=CC=C(C=C1)CNC2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",420.9
32645,"N-prop-2-enyl-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine","C8H6Cl6N4","C=CCNC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",370.9
32646,"4-ethyl-N-methyl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C7H9Cl3N4","CCC1=NC(=NC(=N1)NC)C(Cl)(Cl)Cl",255.5
32647,"N,4-diethyl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C8H11Cl3N4","CCC1=NC(=NC(=N1)NCC)C(Cl)(Cl)Cl",269.6
32648,"4-ethyl-N-propyl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C9H13Cl3N4","CCCNC1=NC(=NC(=N1)C(Cl)(Cl)Cl)CC",283.6
32649,"4-ethyl-N-propan-2-yl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C9H13Cl3N4","CCC1=NC(=NC(=N1)NC(C)C)C(Cl)(Cl)Cl",283.6
32650,"N-butyl-4-ethyl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C10H15Cl3N4","CCCCNC1=NC(=NC(=N1)C(Cl)(Cl)Cl)CC",297.6
32651,"4-ethyl-N-(2-methylpropyl)-6-(trichloromethyl)-1,3,5-triazin-2-amine","C10H15Cl3N4","CCC1=NC(=NC(=N1)NCC(C)C)C(Cl)(Cl)Cl",297.6
32652,"N-methyl-4-propyl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C8H11Cl3N4","CCCC1=NC(=NC(=N1)NC)C(Cl)(Cl)Cl",269.6
32653,"N-ethyl-4-propyl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C9H13Cl3N4","CCCC1=NC(=NC(=N1)NCC)C(Cl)(Cl)Cl",283.6
32654,"N-methyl-4-propan-2-yl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C8H11Cl3N4","CC(C)C1=NC(=NC(=N1)NC)C(Cl)(Cl)Cl",269.6
32655,"N-ethyl-4-propan-2-yl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C9H13Cl3N4","CCNC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C(C)C",283.6
32656,"4-butyl-N-ethyl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C10H15Cl3N4","CCCCC1=NC(=NC(=N1)NCC)C(Cl)(Cl)Cl",297.6
32657,"1,3,5-Triazin-2-amine, N-ethyl-4,6-bis(trichloromethyl)-","C7H6Cl6N4","CCNC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",358.9
32658,"1,3,5-Triazin-2-amine, N-propyl-4,6-bis(trichloromethyl)-","C8H8Cl6N4","CCCNC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",372.9
32659,"N-propan-2-yl-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine","C8H8Cl6N4","CC(C)NC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",372.9
32660,"N-ethyl-4-methyl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C7H9Cl3N4","CCNC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C",255.5
32661,"N-Propyl-4-methyl-6-(trichloromethyl)-s-triazine-2-amine","C8H11Cl3N4","CCCNC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C",269.6
32662,"4-methyl-N-(2-methylpropyl)-6-(trichloromethyl)-1,3,5-triazin-2-amine","C9H13Cl3N4","CC1=NC(=NC(=N1)NCC(C)C)C(Cl)(Cl)Cl",283.6
32663,"4-methyl-N-pentyl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C10H15Cl3N4","CCCCCNC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C",297.6
32664,"N-hexyl-4-methyl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C11H17Cl3N4","CCCCCCNC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C",311.6
32665,"1,3,5-Triazin-2-amine, N-dodecyl-4-methyl-6-(trichloromethyl)-","C17H29Cl3N4","CCCCCCCCCCCCNC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C",395.8
32666,"N,N,4-trimethyl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C7H9Cl3N4","CC1=NC(=NC(=N1)N(C)C)C(Cl)(Cl)Cl",255.5
32667,"N,N-diethyl-4-methyl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C9H13Cl3N4","CCN(CC)C1=NC(=NC(=N1)C(Cl)(Cl)Cl)C",283.6
32668,"2-Methyl-4-piperidin-1-yl-6-(trichloromethyl)-1,3,5-triazine","C10H13Cl3N4","CC1=NC(=NC(=N1)N2CCCCC2)C(Cl)(Cl)Cl",295.6
32669,"4-[4-Methyl-6-(trichloromethyl)-1,3,5-triazin-2-yl]morpholine","C9H11Cl3N4O","CC1=NC(=NC(=N1)N2CCOCC2)C(Cl)(Cl)Cl",297.6
32670,"2-[[4-Methyl-6-(trichloromethyl)-1,3,5-triazin-2-yl]amino]ethanol","C7H9Cl3N4O","CC1=NC(=NC(=N1)NCCO)C(Cl)(Cl)Cl",271.5
32671,"3-[[4-Methyl-6-(trichloromethyl)-1,3,5-triazin-2-yl]amino]propan-1-ol","C8H11Cl3N4O","CC1=NC(=NC(=N1)NCCCO)C(Cl)(Cl)Cl",285.6
32672,"4-methyl-N-prop-2-enyl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C8H9Cl3N4","CC1=NC(=NC(=N1)NCC=C)C(Cl)(Cl)Cl",267.5
32673,"1,3,5-Triazin-2-amine, N-methyl-4,6-bis(trichloromethyl)-","C6H4Cl6N4","CNC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",344.8
32674,"p-Anisic acid, 3-(bis(2-chloroethyl)amino)-","C12H15Cl2NO3","COC1=C(C=C(C=C1)C(=O)O)N(CCCl)CCCl",292.15
32675,"Benzoic acid, m-(bis(2-chloroethyl)amino)-, 2-(diethylamino)ethyl ester, hydrochloride","C17H27Cl3N2O2","CC[NH+](CC)CCOC(=O)C1=CC=CC=C1N(CCCl)CCCl.[Cl-]",397.8
32676,"Benzoic acid, m-(bis(2-chloroethyl)amino)-, 2-(diethylamino)ethyl ester","C17H26Cl2N2O2","CCN(CC)CCOC(=O)C1=CC=CC=C1N(CCCl)CCCl",361.3
32677,"Benzoic acid, m-(bis(2-chloroethyl)amino)-, isopropyl ester","C14H19Cl2NO2","CC(C)OC(=O)C1=CC(=CC=C1)N(CCCl)CCCl",304.2
32678,"BENZOYL CHLORIDE, m-(BIS(2-CHLOROETHYL)AMINO)-","C11H12Cl3NO","C1=CC(=CC(=C1)N(CCCl)CCCl)C(=O)Cl",280.6
32679,"N,N-Bis(2-chloroethyl)-3-nitrobenzenamine","C10H12Cl2N2O2","C1=CC(=CC(=C1)[N+](=O)[O-])N(CCCl)CCCl",263.12
32680,"Isonicotinamide, N-(1-adamantyl)-","C16H20N2O","C1C2CC3CC1CC(C2)(C3)NC(=O)C4=CC=NC=C4",256.34
32681,"Reserpinine","C35H42N2O9","COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C=CC6=CC(=C(C(=C6)OC)OC)OC",634.7
32682,"","C20H27AlCl2O7","CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl.CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl.O.[AlH3]",477.3
32683,"1,2:8,9-Diepoxynonane","C9H16O2","C1C(O1)CCCCCC2CO2",156.22
32684,"s-Triazine, 2-methyl-4-(methylamino)-6-(trichloromethyl)-","C6H7Cl3N4","CC1=NC(=NC(=N1)NC)C(Cl)(Cl)Cl",241.5
32685,"4-methyl-N-propan-2-yl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C8H11Cl3N4","CC1=NC(=NC(=N1)NC(C)C)C(Cl)(Cl)Cl",269.6
32686,"N-butyl-4-methyl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C9H13Cl3N4","CCCCNC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C",283.6
32687,"Benzoic acid, 3-(bis(2-chloroethyl)amino)-2,4-dimethyl-","C13H17Cl2NO2","CC1=C(C(=C(C=C1)C(=O)O)C)N(CCCl)CCCl",290.18
32688,"BENZOIC ACID, m-(BIS(2-CHLOROETHYL)AMINO)-, METHYL ESTER","C12H15Cl2NO2","COC(=O)C1=CC(=CC=C1)N(CCCl)CCCl",276.16
32689,"","C27H26ClNO2","C1CCN(C1)CCOC2=CC=C(C=C2)C=C(C3=CC=CC=C3)C(=O)C4=CC=CC=C4Cl",432.0
32690,"","C27H26ClNO2","C1CCN(C1)CCOC2=CC=C(C=C2)C=C(C3=CC=CC=C3)C(=O)C4=CC(=CC=C4)Cl",432.0
32691,"","C27H26FNO2","C1CCN(C1)CCOC2=CC=C(C=C2)C=C(C3=CC=CC=C3)C(=O)C4=CC=CC=C4F",415.5
32692,"","C27H26FNO2","C1CCN(C1)CCOC2=CC=C(C=C2)C=C(C3=CC=CC=C3)C(=O)C4=CC(=CC=C4)F",415.5
32693,"N-butyl-4-phenyl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C14H15Cl3N4","CCCCNC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C2=CC=CC=C2",345.6
32694,"s-Triazine, 2-(dimethylamino)-4-phenyl-6-(trichloromethyl)-","C12H11Cl3N4","CN(C)C1=NC(=NC(=N1)C(Cl)(Cl)Cl)C2=CC=CC=C2",317.6
32695,"4-(4-chlorophenyl)-N-ethyl-6-(trichloromethyl)-1,3,5-triazin-2-amine","C12H10Cl4N4","CCNC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C2=CC=C(C=C2)Cl",352.0
32696,"3-[[4,6-Bis(trichloromethyl)-1,3,5-triazin-2-yl]amino]propanenitrile","C8H5Cl6N5","C(CNC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl)C#N",383.9
32697,"3-[[4,6-Bis(trichloromethyl)-1,3,5-triazin-2-yl]-methylamino]propanenitrile","C9H7Cl6N5","CN(CCC#N)C1=NC(=NC(=N1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",397.9
32698,"3-[[4,6-Bis(trichloromethyl)-1,3,5-triazin-2-yl]-ethylamino]propanenitrile","C10H9Cl6N5","CCN(CCC#N)C1=NC(=NC(=N1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",411.9
32699,"3-[[4,6-Bis(trichloromethyl)-1,3,5-triazin-2-yl]-propylamino]propanenitrile","C11H11Cl6N5","CCCN(CCC#N)C1=NC(=NC(=N1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl",425.9
32700,"3-[[4-Methyl-6-(trichloromethyl)-1,3,5-triazin-2-yl]amino]propanenitrile","C8H8Cl3N5","CC1=NC(=NC(=N1)NCCC#N)C(Cl)(Cl)Cl",280.5
