"CID","Title","MolecularFormula","ConnectivitySMILES","MolecularWeight"
23969,"Arsine","AsH3","[AsH3]",77.946
23970,"","BaH2","[BaH2]",139.34
23971,"Berkelium","Bk","[Bk]",247.07031
23972,"","BeH2","[BeH2]",11.028
23973,"Cadmium","Cd","[Cd]",112.41
23974,"Cerium","Ce","[Ce]",140.116
23975,"","CsH","[CsH]",133.9134
23976,"Chromium","Cr","[Cr]",51.996
23977,"CID 23977","Co2","[Co]=[Co]",117.86639
23978,"Copper","Cu","[Cu]",63.55
23979,"Curium","Cm","[Cm]",247.07035
23980,"Erbium","Er","[Er]",167.26
23981,"Europium","Eu","[Eu]",151.964
23982,"Gadolinium","Gd","[Gd]",157.25
23983,"Gallium hydride (GaH3)","GaH3","[GaH3]",72.747
23984,"Germanium tetrahydride","GeH4","[GeH4]",76.66
23985,"Gold","Au","[Au]",196.96657
23986,"Hafnium","Hf","[Hf]",178.49
23987,"Helium","He","[He]",4.00260
23988,"Holmium","Ho","[Ho]",164.93033
23989,"Uranium","U","[U]",238.0289
23990,"Vanadium","V","[V]",50.9415
23991,"Xenon","Xe","[Xe]",131.29
23992,"Ytterbium","Yb","[Yb]",173.05
23993,"Yttrium","Y","[Y]",88.90584
23994,"Zinc","Zn","[Zn]",65.4
23995,"Zirconium","Zr","[Zr]",91.22
23996,"Hydrogen astatide","AtH","[AtH]",210.9951
23997,"Californium","Cf","[Cf]",251.07959
23998,"Fermium","Fm","[Fm]",257.09511
23999,"","FrH","[FrH]",224.0277
24000,"Indigane","H3In","[InH3]",117.842
